Hs-PLTP,2000,1000,T101393-PLTP,"p1@PLTP"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T011776,t101393,2,008.0000,1.0,p1@ADAMTS15,170689,16305,Q8TE58,ADAMTS15,"ADAM metallopeptidase with thrombospondin type 1 motif 15","gene with protein product"
2041,T058787,t101393,12.0000,0.00598205383848,p1@NAGLU,4669,7632,,NAGLU,N-acetyl-alpha-glucosaminidase,"gene with protein product"
2042,T101393,t198115,12.0000,0.00598205383848,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2043,T101393,t190194,12.0000,0.00598205383848,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2044,T039217,t101393,12.0000,0.00598205383848,p1@SLC38A6,145389,19863,E9PM79,SLC38A6,"solute carrier family 38 member 6","gene with protein product"
2045,T027512,t101393,12.0000,0.00597907324365,p6@ARHGEF25,115557,30275,"Q96M35,F8W7Z4,A9CQZ6,Q86VW2",ARHGEF25,"Rho guanine nucleotide exchange factor 25","gene with protein product"
2046,T101393,t106180,12.0000,0.00597907324365,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2047,T073464,t101393,12.0000,0.00597907324365,p1@THAP8,199745,23191,"E5RHW1,B4DMU1",THAP8,"THAP domain containing 8","gene with protein product"
2048,T062094,t101393,12.0000,0.00597907324365,p5@GEMIN4,50628,15717,"P57678,Q8WUM5,Q9HC39",GEMIN4,"gem nuclear organelle associated protein 4","gene with protein product"
2049,T100592,t101393,12.0000,0.00597609561753,p1@KIAA1755,85449,29372,"Q5JYT7,E9PFS1",KIAA1755,KIAA1755,"gene with protein product"
2050,T101393,t133062,12.0000,0.00597609561753,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2051,T101393,t133725,12.0000,0.00597609561753,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2052,T101393,t171239,12.0000,0.00597609561753,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2053,T085656,t101393,12.0000,0.00597609561753,p3@DNM3OS,100628315,41228,,DNM3OS,"DNM3 opposite strand/antisense RNA","RNA, long non-coding"
2054,T031314,t101393,12.0000,0.00597609561753,p9@COL4A1,1282,2202,,COL4A1,"collagen type IV alpha 1 chain","gene with protein product"
2055,T082970,t101393,12.0000,0.00597609561753,p1@RAB13,5872,9762,P51153,RAB13,"RAB13, member RAS oncogene family","gene with protein product"
2056,T101393,t194377,12.0000,0.0059731209557,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2057,T028839,t101393,12.0000,0.0059731209557,p14@PTPRB,5787,9665,"P23467,Q86VA4",PTPRB,"protein tyrosine phosphatase, receptor type B","gene with protein product"
2058,T101393,t121601,12.0000,0.0059731209557,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2059,T101393,t118890,12.0000,0.0059731209557,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2060,T002307,t101393,12.0000,0.00597014925373,p7@ADAM12,8038,190,"O43184,Q5JRP2",ADAM12,"ADAM metallopeptidase domain 12","gene with protein product"
2061,T101393,t130717,12.0000,0.00597014925373,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2062,T101393,t176020,12.0000,0.00597014925373,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2063,T101393,t170541,12.0000,0.00597014925373,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2064,T017268,t101393,12.0000,0.00597014925373,p2@CD248,57124,18219,Q9HCU0,CD248,"CD248 molecule","gene with protein product"
2065,T101393,t183233,12.0000,0.00597014925373,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2066,T101393,t200058,12.0000,0.00596718050721,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2067,T036203,t101393,12.0000,0.00596718050721,p1@IGHV3-72,,5622,,IGHV3-72,"immunoglobulin heavy variable 3-72","immunoglobulin gene"
2068,T101393,t163062,12.0000,0.00596421471173,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2069,T101393,t108394,12.0000,0.00596421471173,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2070,T064542,t101393,12.0000,0.00596421471173,p2@SGSH,6448,10818,F5H6A3,SGSH,"N-sulfoglucosamine sulfohydrolase","gene with protein product"
2071,T068699,t101393,12.0000,0.00596421471173,p2@CYB5A,1528,2570,,CYB5A,"cytochrome b5 type A","gene with protein product"
2072,T101393,t185051,12.0000,0.00596125186289,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2073,T078611,t101393,12.0000,0.00595829195631,p1@ZNF814,730051,33258,B7Z6K7,ZNF814,"zinc finger protein 814","gene with protein product"
2074,T101393,t198536,12.0000,0.00595533498759,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2075,T101393,t109783,11.0000,0.0054780876494,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2076,T001125,t101393,10.0000,0.00499001996008,p11@GPAM,57678,24865,Q6ZMF6,GPAM,"glycerol-3-phosphate acyltransferase, mitochondrial","gene with protein product"
2077,T101393,t197363,10.0000,0.00498753117207,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2078,T086613,t101393,10.0000,0.00498753117207,p14@RGL1,23179,30281,Q9NZL6,RGL1,"ral guanine nucleotide dissociation stimulator like 1","gene with protein product"
2079,T101393,t116105,10.0000,0.00498753117207,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2080,T006842,t101393,10.0000,0.0049850448654,p6@KIAA0913,23053,23528,,ZSWIM8,"zinc finger SWIM-type containing 8","gene with protein product"
2081,T097145,t101393,10.0000,0.0049850448654,p11@RERE,473,9965,Q9P2R6,RERE,"arginine-glutamic acid dipeptide repeats","gene with protein product"
2082,T101393,t193119,10.0000,0.0049850448654,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2083,T101393,t200167,10.0000,0.00498256103637,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2084,T057824,t101393,10.0000,0.00498256103637,p1@PPP1R1B,84152,9287,B3KVQ9,PPP1R1B,"protein phosphatase 1 regulatory inhibitor subunit 1B","gene with protein product"
2085,T101393,t157118,10.0000,0.00498256103637,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2086,T101393,t154019,10.0000,0.00498256103637,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2087,T101393,t120645,10.0000,0.00498007968127,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2088,T101393,t107026,10.0000,0.00498007968127,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2089,T101393,t109520,10.0000,0.00497760079642,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2090,T041686,t101393,10.0000,0.00497760079642,p1@IFI27L2,83982,19753,,IFI27L2,"interferon alpha inducible protein 27 like 2","gene with protein product"
2091,T037023,t101393,10.0000,0.00497512437811,p1@HOMEZ,57594,20164,Q8IX15,HOMEZ,"homeobox and leucine zipper encoding","gene with protein product"
2092,T026885,t101393,10.0000,0.00497017892644,p23@ITGA7,3679,6143,Q13683,ITGA7,"integrin subunit alpha 7","gene with protein product"
2093,T101393,t127805,10.0000,0.00496524329692,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2094,T058120,t101393,10.0000,0.00496031746032,p1@IGFBP4,3487,5473,B4E351,IGFBP4,"insulin like growth factor binding protein 4","gene with protein product"
2095,T016366,t101393,9.0000,0.0044955044955,p3@VEGFB,7423,12681,,VEGFB,"vascular endothelial growth factor B","gene with protein product"
2096,T016161,t101393,9.0000,0.00449326010984,p1@HRASLS5,117245,24978,,HRASLS5,"HRAS like suppressor family member 5","gene with protein product"
2097,T090144,t101393,9.0000,0.00449326010984,p1@FAM177B,400823,34395,A6PVY1,FAM177B,"family with sequence similarity 177 member B","gene with protein product"
2098,T024637,t101393,9.0000,0.00449101796407,p1@H3F3C,440093,33164,Q6NXT2,H3F3C,"H3 histone family member 3C","gene with protein product"
2099,T084885,t101393,9.0000,0.00449101796407,p3@OLFML2B,25903,24558,Q68BL8,OLFML2B,"olfactomedin like 2B","gene with protein product"
2100,T101393,t138160,9.0000,0.00449101796407,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2101,T101393,t178710,9.0000,0.00449101796407,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2102,T053819,t101393,9.0000,0.00449101796407,p13@ZFHX3,463,777,,ZFHX3,"zinc finger homeobox 3","gene with protein product"
2103,T101393,t121534,9.0000,0.00448877805486,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2104,T086140,t101393,9.0000,0.00448877805486,p12@ARHGEF10L,55160,25540,B4DTE2,ARHGEF10L,"Rho guanine nucleotide exchange factor 10 like","gene with protein product"
2105,T001710,t101393,9.0000,0.00448877805486,p3@DHTKD1,55526,23537,Q96HY7,DHTKD1,"dehydrogenase E1 and transketolase domain containing 1","gene with protein product"
2106,T020608,t101393,9.0000,0.00448877805486,p1@PWP1,11137,17015,"Q13610,F5H266,F5H0L6,F8VZ56,Q7Z3X9,Q05BL3",PWP1,"PWP1 homolog, endonuclein","gene with protein product"
2107,T046366,t101393,9.0000,0.00448877805486,p5@ISLR,3671,6133,O14498,ISLR,"immunoglobulin superfamily containing leucine rich repeat","gene with protein product"
2108,T101393,t182701,9.0000,0.00448654037886,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2109,T101393,t164642,9.0000,0.00448654037886,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2110,T101393,t110479,9.0000,0.00448654037886,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2111,T059180,t101393,9.0000,0.00448654037886,p2@GRN,2896,4601,Q9H8S1,GRN,"granulin precursor","gene with protein product"
2112,T101393,t149532,9.0000,0.00448654037886,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2113,T101393,t161556,9.0000,0.00448430493274,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2114,T101393,t192226,9.0000,0.00448430493274,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2115,T029849,t101393,9.0000,0.00448430493274,p13@MFAP5,8076,29673,Q7Z490,MFAP5,"microfibrillar associated protein 5","gene with protein product"
2116,T101393,t105641,9.0000,0.00448430493274,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2117,T094071,t101393,9.0000,0.00448207171315,p1@CDCA8,55143,14629,Q53HL2,CDCA8,"cell division cycle associated 8","gene with protein product"
2118,T055707,t101393,9.0000,0.00448207171315,p5@RILP,83547,30266,Q96NA2,RILP,"Rab interacting lysosomal protein","gene with protein product"
2119,T101393,t157934,9.0000,0.00448207171315,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2120,T049883,t101393,9.0000,0.00447984071677,p1@HS3ST2,9956,5195,Q9Y278,HS3ST2,"heparan sulfate-glucosamine 3-sulfotransferase 2","gene with protein product"
2121,T016726,t101393,9.0000,0.00447984071677,p3@CAPN1,823,1476,,CAPN1,"calpain 1","gene with protein product"
2122,T101393,t172591,9.0000,0.00447984071677,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2123,T000379,t101393,9.0000,0.00447984071677,p1@LDB1,8861,6532,,LDB1,"LIM domain binding 1","gene with protein product"
2124,T022665,t101393,9.0000,0.00447984071677,p1@SCARB1,949,1664,F5H5E8,SCARB1,"scavenger receptor class B member 1","gene with protein product"
2125,T101393,t150690,9.0000,0.00447984071677,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2126,T101393,t127578,9.0000,0.00447984071677,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2127,T101393,t166513,9.0000,0.0044776119403,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2128,T101393,t143097,9.0000,0.0044776119403,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2129,T101393,t110321,9.0000,0.0044776119403,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2130,T101393,t165955,9.0000,0.0044776119403,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2131,T101393,t172776,9.0000,0.0044776119403,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2132,T011202,t101393,9.0000,0.0044776119403,p1@SIAE,54414,18187,Q9HAT2,SIAE,"sialic acid acetylesterase","gene with protein product"
2133,T054181,t101393,9.0000,0.00447538538041,p12@MAF,4094,6776,O75444,MAF,"MAF bZIP transcription factor","gene with protein product"
2134,T018969,t101393,9.0000,0.00447538538041,p10@PNPLA2,57104,30802,,PNPLA2,"patatin like phospholipase domain containing 2","gene with protein product"
2135,T101393,t175693,9.0000,0.00447538538041,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2136,T101393,t150813,9.0000,0.00447538538041,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2137,T056188,t101393,9.0000,0.0044731610338,p2@HIC1,3090,4909,Q14526,HIC1,"HIC ZBTB transcriptional repressor 1","gene with protein product"
2138,T101393,t201300,9.0000,0.0044731610338,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2139,T076197,t101393,9.0000,0.0044731610338,p1@EHD2,30846,3243,"B4DE23,B4DNU6,F5GXL2,F5H559",EHD2,"EH domain containing 2","gene with protein product"
2140,T056600,t101393,9.0000,0.0044731610338,p4@SLC46A1,113235,30521,Q96NT5,SLC46A1,"solute carrier family 46 member 1","gene with protein product"
2141,T101393,t138866,9.0000,0.00447093889717,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2142,T051561,t101393,9.0000,0.00447093889717,p5@NME4,4833,7852,O00746,NME4,"NME/NM23 nucleoside diphosphate kinase 4","gene with protein product"
2143,T027922,t101393,9.0000,0.00446871896723,p7@LTBR,4055,6718,F5H1S5,LTBR,"lymphotoxin beta receptor","gene with protein product"
2144,T101393,t118807,9.0000,0.00446871896723,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2145,T101393,t140361,9.0000,0.00446650124069,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2146,T024454,t101393,9.0000,0.00446207238473,p13@FAR2,55711,25531,F8VV73,FAR2,"fatty acyl-CoA reductase 2","gene with protein product"
2147,T101393,t171237,9.0000,0.00445986124876,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2148,T057105,t101393,7.0000,0.00349475786321,p7@TMEM98,26022,24529,Q9Y2Y6,TMEM98,"transmembrane protein 98","gene with protein product"
2149,T101393,t176681,7.0000,0.00349301397206,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2150,T101393,t128678,7.0000,0.00348953140578,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2151,T101393,t177665,7.0000,0.00348953140578,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2152,T101393,t189537,7.0000,0.00348779272546,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2153,T101393,t140546,7.0000,0.00348779272546,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2154,T101393,t128158,7.0000,0.00348605577689,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2155,T070890,t101393,7.0000,0.00348605577689,p3@WIZ,58525,30917,O95785,WIZ,"widely interspaced zinc finger motifs","gene with protein product"
2156,T101393,t128375,7.0000,0.00348432055749,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2157,T002309,t101393,7.0000,0.00348432055749,p1@ADAM12,8038,190,"O43184,Q5JRP2",ADAM12,"ADAM metallopeptidase domain 12","gene with protein product"
2158,T101393,t149685,7.0000,0.00347739692002,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2159,T101393,t139045,6.0000,0.002997002997,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2160,T093919,t101393,6.0000,0.00299550673989,p30@MAP7D1,55700,25514,Q3KQU3,MAP7D1,"MAP7 domain containing 1","gene with protein product"
2161,T068700,t101393,6.0000,0.00299550673989,p1@CYB5A,1528,2570,"P00167,F8WEU4",CYB5A,"cytochrome b5 type A","gene with protein product"
2162,T101393,t194640,6.0000,0.00299550673989,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2163,T036969,t101393,6.0000,0.00299401197605,p1@PSMB11,122706,31963,"A5LHX3,B3KVC3",PSMB11,"proteasome subunit beta 11","gene with protein product"
2164,T076866,t101393,6.0000,0.00299401197605,p1@AP2A1,160,561,O95782,AP2A1,"adaptor related protein complex 2 alpha 1 subunit","gene with protein product"
2165,T015386,t101393,6.0000,0.00299401197605,p1@MS4A6A,64231,13375,E9PJ78,MS4A6A,"membrane spanning 4-domains A6A","gene with protein product"
2166,T050648,t101393,6.0000,0.00299401197605,p2@C16orf53,79447,28707,Q9BTK6,PAGR1,"PAXIP1 associated glutamate rich protein 1","gene with protein product"
2167,T101393,t128485,6.0000,0.00299401197605,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2168,T101393,t201625,6.0000,0.00299401197605,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2169,T101393,t182334,6.0000,0.00299401197605,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2170,T009757,t101393,6.0000,0.00299401197605,p2@DLAT,1737,2896,"E9PKC7,F5H0X9",DLAT,"dihydrolipoamide S-acetyltransferase","gene with protein product"
2171,T027650,t101393,6.0000,0.00299401197605,p5@LRIG3,121227,30991,C9K080,LRIG3,"leucine rich repeats and immunoglobulin like domains 3","gene with protein product"
2172,T101393,t149693,6.0000,0.00299401197605,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2173,T101393,t104926,6.0000,0.00299401197605,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2174,T101393,t143022,6.0000,0.00299401197605,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2175,T061867,t101393,6.0000,0.00299251870324,p1@SMURF2,64750,16809,"Q9HAU4,Q96DE7",SMURF2,"SMAD specific E3 ubiquitin protein ligase 2","gene with protein product"
2176,T101393,t102827,6.0000,0.00299251870324,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2177,T086851,t101393,6.0000,0.00299251870324,p4@PRG4,10216,9364,Q92954,PRG4,"proteoglycan 4","gene with protein product"
2178,T101393,t194297,6.0000,0.00299251870324,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2179,T086110,t101393,6.0000,0.00299251870324,p6@ANGPTL1,9068,489,,ANGPTL1,"angiopoietin like 1","gene with protein product"
2180,T013131,t101393,6.0000,0.00299251870324,p27@CD81,975,1701,,CD81,"CD81 molecule","gene with protein product"
2181,T101393,t193050,6.0000,0.00299251870324,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2182,T101393,t175783,6.0000,0.00299102691924,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2183,T015711,t101393,6.0000,0.00299102691924,p6@FADS2,9415,3575,E5RGD8,FADS2,"fatty acid desaturase 2","gene with protein product"
2184,T101393,t112954,6.0000,0.00299102691924,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2185,T101393,t177582,6.0000,0.00299102691924,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2186,T101393,t106080,6.0000,0.00299102691924,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2187,T101393,t131968,6.0000,0.00299102691924,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2188,T069028,t101393,6.0000,0.00299102691924,p2@GALR1,2587,4132,P47211,GALR1,"galanin receptor 1","gene with protein product"
2189,T076339,t101393,6.0000,0.00298953662182,p1@KDELR1,10945,6304,P24390,KDELR1,"KDEL endoplasmic reticulum protein retention receptor 1","gene with protein product"
2190,T085155,t101393,6.0000,0.00298953662182,p2@ALDH9A1,223,412,,ALDH9A1,"aldehyde dehydrogenase 9 family member A1","gene with protein product"
2191,T045963,t101393,6.0000,0.00298953662182,p1@KIF23,9493,6392,Q02241,KIF23,"kinesin family member 23","gene with protein product"
2192,T101393,t118894,6.0000,0.00298953662182,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2193,T101393,t190518,6.0000,0.00298953662182,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2194,T059415,t101393,6.0000,0.00298953662182,p3@DCAKD,79877,26238,Q8WVC6,DCAKD,"dephospho-CoA kinase domain containing","gene with protein product"
2195,T059181,t101393,6.0000,0.00298953662182,p1@GRN,2896,4601,Q9H8S1,GRN,"granulin precursor","gene with protein product"
2196,T101393,t120631,6.0000,0.00298953662182,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2197,T012805,t101393,6.0000,0.00298953662182,p23@H19,,4713,,H19,"H19, imprinted maternally expressed transcript (non-protein coding)","RNA, long non-coding"
2198,T025803,t101393,6.0000,0.00298953662182,p5@GPD1,2819,4455,F5H792,GPD1,"glycerol-3-phosphate dehydrogenase 1","gene with protein product"
2199,T023846,t101393,6.0000,0.00298953662182,p3@SLCO1C1,53919,13819,F5H6S4,SLCO1C1,"solute carrier organic anion transporter family member 1C1","gene with protein product"
2200,T101393,t121160,6.0000,0.00298953662182,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2201,T101393,t177932,6.0000,0.00298953662182,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2202,T075406,t101393,6.0000,0.00298804780876,p5@APOE,348,613,Q6LBZ1,APOE,"apolipoprotein E","gene with protein product"
2203,T101393,t163064,6.0000,0.00298804780876,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2204,T061229,t101393,6.0000,0.00298804780876,p2@RAD51C,5889,9820,O43503,RAD51C,"RAD51 paralog C","gene with protein product"
2205,T101393,t155198,6.0000,0.00298804780876,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2206,T101393,t151471,6.0000,0.00298804780876,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2207,T041459,t101393,6.0000,0.00298804780876,p1@NDUFB1,4707,7695,,NDUFB1,"NADH:ubiquinone oxidoreductase subunit B1","gene with protein product"
2208,T071296,t101393,6.0000,0.00298804780876,p4@FCHO1,23149,29002,,FCHO1,"FCH domain only 1","gene with protein product"
2209,T016413,t101393,6.0000,0.00298804780876,p1@BAD,572,936,"Q92934,A8MXU7,F5GY71,Q6FH21",BAD,"BCL2 associated agonist of cell death","gene with protein product"
2210,T101393,t102387,6.0000,0.00298804780876,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2211,T012884,t101393,6.0000,0.00298804780876,p26@IGF2,3481,5466,,IGF2,"insulin like growth factor 2","gene with protein product"
2212,T101393,t116259,6.0000,0.00298804780876,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2213,T101393,t188694,6.0000,0.00298804780876,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2214,T040750,t101393,6.0000,0.00298656047785,p1@IRF2BPL,64207,14282,Q9H1B7,IRF2BPL,"interferon regulatory factor 2 binding protein like","gene with protein product"
2215,T101393,t136213,6.0000,0.00298656047785,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2216,T101393,t131051,6.0000,0.00298656047785,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2217,T069895,t101393,6.0000,0.00298656047785,p3@ACP5,54,124,P13686,ACP5,"acid phosphatase 5, tartrate resistant","gene with protein product"
2218,T051562,t101393,6.0000,0.00298656047785,p1@NME4,4833,7852,"F2Z2X0,F2Z297,O00746",NME4,"NME/NM23 nucleoside diphosphate kinase 4","gene with protein product"
2219,T012960,t101393,6.0000,0.00298656047785,p53@IGF2,3481,5466,P01344,IGF2,"insulin like growth factor 2","gene with protein product"
2220,T097233,t101393,6.0000,0.00298656047785,p1@BCL10,8915,989,O95999,BCL10,"B-cell CLL/lymphoma 10","gene with protein product"
2221,T101393,t110471,6.0000,0.00298656047785,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2222,T101393,t198199,6.0000,0.00298656047785,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
2223,T058595,t101393,6.0000,0.00298656047785,p1@NT5C3L,115024,28300,"Q969T7,C9J758,C9IZA4,E5RIB3,E5RJR6",NT5C3B,"5'-nucleotidase, cytosolic IIIB","gene with protein product"
