Hs-DDX55,2000,1000,T022506-DDX55,"p1@DDX55"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T006265,t022506,2,010.0000,1.0,p1@SUPV3L1,6832,11471,Q8IYB8,SUPV3L1,"Suv3 like RNA helicase","gene with protein product"
2091,T022506,t128626,12.0000,0.00598205383848,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2092,T002473,t022506,12.0000,0.00598205383848,p7@MKI67,4288,7107,P46013,MKI67,"marker of proliferation Ki-67","gene with protein product"
2093,T022506,t079208,12.0000,0.00597907324365,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2094,T022506,t058691,12.0000,0.00597907324365,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2095,T022506,t101413,12.0000,0.00597907324365,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2096,T022506,t164318,12.0000,0.00597907324365,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2097,T022506,t026456,12.0000,0.00597907324365,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2098,T022506,t037410,12.0000,0.00597907324365,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2099,T022506,t106656,12.0000,0.00597907324365,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2100,T022506,t042122,12.0000,0.00597907324365,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2101,T022506,t198491,12.0000,0.00597907324365,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2102,T022506,t078432,12.0000,0.00597907324365,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2103,T022506,t077015,12.0000,0.00597907324365,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2104,T022506,t051882,12.0000,0.00597907324365,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2105,T022506,t052569,12.0000,0.00597609561753,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2106,T022506,t186766,12.0000,0.00597609561753,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2107,T022506,t092201,12.0000,0.00597609561753,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2108,T022506,t097230,12.0000,0.00597609561753,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2109,T022506,t087766,12.0000,0.00597609561753,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2110,T022506,t064256,12.0000,0.00597609561753,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2111,T022019,t022506,12.0000,0.00597609561753,p1@C12orf43,64897,25719,"Q96C57,F6TFQ5,E7ENF1,F5H7W8,G5EA44",C12orf43,"chromosome 12 open reading frame 43","gene with protein product"
2112,T022506,t078100,12.0000,0.00597609561753,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2113,T022506,t027143,12.0000,0.0059731209557,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2114,T022506,t149742,12.0000,0.0059731209557,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2115,T022506,t060837,12.0000,0.0059731209557,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2116,T022506,t124104,12.0000,0.00597014925373,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2117,T022506,t076988,12.0000,0.00597014925373,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2118,T022506,t162960,12.0000,0.00596421471173,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2119,T022506,t047916,12.0000,0.00596421471173,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2120,T020469,t022506,12.0000,0.00596421471173,p1@RAD52,5893,9824,"Q9Y5T8,F5GX32,F5H3Q1,Q9Y5T9,F5H1K5",RAD52,"RAD52 homolog, DNA repair protein","gene with protein product"
2121,T022506,t135892,12.0000,0.00596125186289,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2122,T022506,t182464,12.0000,0.00596125186289,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2123,T022506,t104725,12.0000,0.00595829195631,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2124,T022506,t056659,11.0000,0.00548354935194,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2125,T022506,t094071,10.0000,0.00499251123315,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2126,T022506,t075921,10.0000,0.00498753117207,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2127,T022506,t038329,10.0000,0.0049850448654,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2128,T022506,t149240,10.0000,0.00498256103637,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2129,T014854,t022506,10.0000,0.00498007968127,p11@RNH1,6050,10074,,RNH1,"ribonuclease/angiogenin inhibitor 1","gene with protein product"
2130,T022506,t164588,10.0000,0.00498007968127,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2131,T022506,t037299,10.0000,0.00498007968127,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2132,T022506,t135440,10.0000,0.00498007968127,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2133,T022506,t163163,10.0000,0.00497760079642,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2134,T022330,t022506,10.0000,0.00497760079642,p2@DENR,8562,2769,,DENR,"density regulated re-initiation and release factor","gene with protein product"
2135,T022506,t036176,10.0000,0.00497512437811,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2136,T022506,t149582,10.0000,0.00497512437811,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2137,T022506,t142169,10.0000,0.00497512437811,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2138,T017783,t022506,10.0000,0.00497512437811,p1@IGHMBP2,3508,5542,"F5GX64,F5H5K3,P38935",IGHMBP2,"immunoglobulin mu binding protein 2","gene with protein product"
2139,T022506,t196321,10.0000,0.00497512437811,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2140,T022506,t163139,10.0000,0.00497265042268,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2141,T022506,t131130,10.0000,0.00497017892644,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2142,T022506,t056041,10.0000,0.00496524329692,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2143,T022506,t155661,9.0000,0.00449326010984,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2144,T000268,t022506,9.0000,0.00449101796407,p2@SFXN3,81855,16087,Q9BWM7,SFXN3,"sideroflexin 3","gene with protein product"
2145,T022506,t115298,9.0000,0.00449101796407,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2146,T022506,t105779,9.0000,0.00449101796407,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2147,T022467,t022506,9.0000,0.00449101796407,p7@SBNO1,55206,22973,,SBNO1,"strawberry notch homolog 1","gene with protein product"
2148,T020862,t022506,9.0000,0.00448877805486,p2@RAD52,5893,9824,,RAD52,"RAD52 homolog, DNA repair protein","gene with protein product"
2149,T022506,t057604,9.0000,0.00448877805486,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2150,T022506,t135431,9.0000,0.00448877805486,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2151,T022506,t192879,9.0000,0.00448654037886,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2152,T001992,t022506,9.0000,0.00448654037886,p1@PSTK,118672,28578,C9JJW0,PSTK,"phosphoseryl-tRNA kinase","gene with protein product"
2153,T022506,t050030,9.0000,0.00448654037886,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2154,T022506,t059968,9.0000,0.00448654037886,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2155,T022506,t071774,9.0000,0.00448654037886,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2156,T022506,t177928,9.0000,0.00448654037886,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2157,T020074,t022506,9.0000,0.00448654037886,p2@CHPT1,56994,17852,Q8WUD6,CHPT1,"choline phosphotransferase 1","gene with protein product"
2158,T019606,t022506,9.0000,0.00448430493274,p3@TMEM41B,440026,28948,Q5BJD5,TMEM41B,"transmembrane protein 41B","gene with protein product"
2159,T022506,t172352,9.0000,0.00448430493274,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2160,T022506,t053189,9.0000,0.00448430493274,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2161,T022506,t124929,9.0000,0.00448430493274,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2162,T022506,t109614,9.0000,0.00448430493274,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2163,T022506,t083306,9.0000,0.00448430493274,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2164,T022506,t167010,9.0000,0.00448430493274,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2165,T022506,t064876,9.0000,0.00448207171315,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2166,T014364,t022506,9.0000,0.00448207171315,p1@PTDSS2,81490,15463,"Q9BVG9,E9PLE4",PTDSS2,"phosphatidylserine synthase 2","gene with protein product"
2167,T022506,t198158,9.0000,0.00448207171315,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2168,T001800,t022506,9.0000,0.00448207171315,p3@CDC123,8872,16827,O75794,CDC123,"cell division cycle 123","gene with protein product"
2169,T022506,t084730,9.0000,0.00448207171315,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2170,T022506,t058719,9.0000,0.00448207171315,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2171,T022506,t164330,9.0000,0.00448207171315,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2172,T022506,t128484,9.0000,0.00448207171315,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2173,T022506,t165456,9.0000,0.00447984071677,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2174,T016090,t022506,9.0000,0.00447984071677,p1@SNHG1,23642,32688,,SNHG1,"small nucleolar RNA host gene 1","RNA, long non-coding"
2175,T022506,t094522,9.0000,0.00447984071677,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2176,T022506,t192559,9.0000,0.00447984071677,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2177,T022506,t086413,9.0000,0.00447984071677,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2178,T022506,t092902,9.0000,0.00447984071677,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2179,T022506,t064708,9.0000,0.00447984071677,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2180,T022506,t027239,9.0000,0.00447984071677,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2181,T022506,t162961,9.0000,0.00447984071677,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2182,T022506,t059127,9.0000,0.00447984071677,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2183,T022506,t102682,9.0000,0.0044776119403,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2184,T022506,t122227,9.0000,0.0044776119403,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2185,T022506,t106563,9.0000,0.0044776119403,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2186,T022506,t087829,9.0000,0.0044776119403,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2187,T022506,t133659,9.0000,0.0044776119403,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2188,T022506,t076759,9.0000,0.0044776119403,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2189,T022506,t076615,9.0000,0.00447538538041,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2190,T022506,t109612,9.0000,0.00447538538041,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2191,T022506,t080376,9.0000,0.00447538538041,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2192,T022506,t172475,9.0000,0.00447538538041,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2193,T022506,t022545,9.0000,0.00447538538041,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2194,T022506,t199807,9.0000,0.00447538538041,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2195,T022506,t182519,9.0000,0.00447538538041,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2196,T022506,t192117,9.0000,0.00447538538041,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2197,T022506,t051529,9.0000,0.00447538538041,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2198,T022506,t190424,9.0000,0.0044731610338,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2199,T022506,t026782,9.0000,0.0044731610338,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2200,T022506,t186761,9.0000,0.0044731610338,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2201,T022506,t064003,9.0000,0.00447093889717,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2202,T022506,t106408,9.0000,0.00446871896723,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2203,T022506,t049644,9.0000,0.00446871896723,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2204,T018068,t022506,8.0000,0.00399002493766,p1@NUMA1,4926,8059,F5H4J1,NUMA1,"nuclear mitotic apparatus protein 1","gene with protein product"
2205,T022506,t195960,7.0000,0.00348953140578,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2206,T022506,t091010,7.0000,0.00348605577689,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2207,T022506,t041888,7.0000,0.00348432055749,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2208,T008519,t022506,7.0000,0.00348432055749,p3@ZNF518A,9849,29009,Q6AHZ1,ZNF518A,"zinc finger protein 518A","gene with protein product"
2209,T022506,t200789,7.0000,0.00348258706468,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2210,T022506,t082009,7.0000,0.00348258706468,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2211,T022506,t071237,7.0000,0.00348085529587,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2212,T022506,t067596,6.0000,0.00299850074963,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2213,T022506,t077772,6.0000,0.002997002997,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2214,T022506,t138881,6.0000,0.00299550673989,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2215,T022506,t117405,6.0000,0.00299550673989,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
2216,T022506,t156572,6.0000,0.00299401197605,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
