Hs-PRMT7,2000,1000,T053289-PRMT7,"p3@PRMT7"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T048426,t053289,2,007.0000,1.0,p29@IGF1R,3480,5465,,IGF1R,"insulin like growth factor 1 receptor","gene with protein product"
1756,T053289,t108385,23.0000,0.0114314115308,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1757,T053289,t076031,22.0000,0.0109780439122,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1758,T053289,t200867,22.0000,0.0109780439122,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1759,T053289,t165493,22.0000,0.0109670987039,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1760,T012409,t053289,22.0000,0.01096163428,p1@SAAL1,113174,25158,"Q96ER3,E9PRZ1,E9PL53,E9PMD2",SAAL1,"serum amyloid A like 1","gene with protein product"
1761,T053289,t156279,22.0000,0.0109561752988,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1762,T053289,t165969,22.0000,0.0109561752988,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1763,T053289,t072144,22.0000,0.0109507217521,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1764,T053289,t056932,22.0000,0.0109507217521,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1765,T000372,t053289,22.0000,0.0109507217521,p6@LDB1,8861,6532,,LDB1,"LIM domain binding 1","gene with protein product"
1766,T053289,t178011,22.0000,0.0109507217521,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1767,T026704,t053289,22.0000,0.0109507217521,p2@CBX5,23468,1555,P45973,CBX5,"chromobox 5","gene with protein product"
1768,T053289,t056045,22.0000,0.0109452736318,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1769,T053289,t178894,22.0000,0.0109398309299,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1770,T042665,t053289,22.0000,0.0109398309299,"p2@CHRFAM7A,p2@CHRNA7","1139,89832","15781,1960","P36544,B4DFS0",CHRFAM7A,"CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion","gene with protein product"
1771,T034767,t053289,22.0000,0.0109398309299,p3@ABCC4,10257,55,"Q8IVZ4,B7Z3Q7,O15439,Q59GY6",ABCC4,"ATP binding cassette subfamily C member 4","gene with protein product"
1772,T021934,t053289,22.0000,0.0109289617486,p2@MSI1,4440,7330,O43347,MSI1,"musashi RNA binding protein 1","gene with protein product"
1773,T053289,t136845,22.0000,0.0109235352532,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1774,T053289,t179701,21.0000,0.0104842735896,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1775,T053289,t135423,21.0000,0.0104738154613,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1776,T053289,t142665,21.0000,0.0104685942173,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1777,T053289,t094614,21.0000,0.0104633781764,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1778,T042300,t053289,21.0000,0.0104633781764,p1@MAGEL2,54551,6814,,MAGEL2,"MAGE family member L2","gene with protein product"
1779,T041176,t053289,21.0000,0.0104633781764,p2@ZC3H14,79882,20509,"F8W848,G3V2X4,G3V3R9,G3V256,G3V5I6",ZC3H14,"zinc finger CCCH-type containing 14","gene with protein product"
1780,T053289,t151891,21.0000,0.0104581673307,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1781,T053289,t091594,21.0000,0.0104581673307,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1782,T053289,t176898,21.0000,0.0104581673307,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1783,T053289,t191296,21.0000,0.0104529616725,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1784,T053289,t125918,21.0000,0.010447761194,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1785,T027048,t053289,21.0000,0.010447761194,p4@PA2G4,5036,8550,,PA2G4,"proliferation-associated 2G4","gene with protein product"
1786,T041856,t053289,21.0000,0.010447761194,p1@DICER1-AS,400242,43017,,DICER1-AS1,"DICER1 antisense RNA 1","RNA, long non-coding"
1787,T051165,t053289,21.0000,0.0104373757455,p1@FUS,2521,4010,"A6NMX6,B4DR70",FUS,"FUS RNA binding protein","gene with protein product"
1788,T034122,t053289,21.0000,0.0104373757455,p2@MZT1,440145,33830,Q08AG7,MZT1,"mitotic spindle organizing protein 1","gene with protein product"
1789,T034101,t053289,21.0000,0.0104321907601,p8@DACH1,1602,2663,"D0FY35,D0FY36,A6NJF5,Q9UI36",DACH1,"dachshund family transcription factor 1","gene with protein product"
1790,T053289,t107671,21.0000,0.0104166666667,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1791,T037378,t053289,20.0000,0.0099850224663,p1@GMPR2,51292,4377,Q6PKC0,GMPR2,"guanosine monophosphate reductase 2","gene with protein product"
1792,T053289,t164988,20.0000,0.00998003992016,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1793,T045617,t053289,20.0000,0.00995024875622,p5@PTPLAD1,51495,24175,,HACD3,"3-hydroxyacyl-CoA dehydratase 3","gene with protein product"
1794,T032896,t053289,20.0000,0.00993541977149,p27@PROSER1,80209,20291,,PROSER1,"proline and serine rich 1","gene with protein product"
1795,T053289,t178198,20.0000,0.00993048659384,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1796,T053289,t093179,19.0000,0.00947630922693,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1797,T053289,t059738,19.0000,0.00947630922693,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1798,T006973,t053289,19.0000,0.00947630922693,p8@ZNF503-AS2,,23525,,ZNF503-AS2,"ZNF503 antisense RNA 2","RNA, long non-coding"
1799,T053289,t055425,19.0000,0.00947630922693,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1800,T050823,t053289,19.0000,0.00946686596911,p4@PAQR4,124222,26386,Q8N4S7,PAQR4,"progestin and adipoQ receptor family member 4","gene with protein product"
1801,T053289,t115071,19.0000,0.00946215139442,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1802,T053289,t063916,19.0000,0.00946215139442,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1803,T053289,t069614,19.0000,0.00946215139442,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1804,T018759,t053289,19.0000,0.00945273631841,p1@PDDC1,347862,26616,"Q8NB37,B7Z1J9,E9PLI5,E9PQD8",PDDC1,"Parkinson disease 7 domain containing 1","gene with protein product"
1805,T053289,t200637,19.0000,0.00945273631841,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1806,T053289,t107939,19.0000,0.00944333996024,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1807,T053289,t187932,18.0000,0.00898203592814,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1808,T053289,t116904,18.0000,0.00897755610973,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1809,T053289,t162944,18.0000,0.00897755610973,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1810,T053289,t076790,18.0000,0.00897755610973,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1811,T050756,t053289,18.0000,0.00897308075773,p6@ALDOA,226,414,P04075,ALDOA,"aldolase, fructose-bisphosphate A","gene with protein product"
1812,T046754,t053289,18.0000,0.00897308075773,p14@LINGO1,84894,21205,Q96FE5,LINGO1,"leucine rich repeat and Ig domain containing 1","gene with protein product"
1813,T053289,t162704,18.0000,0.00897308075773,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1814,T053289,t165036,18.0000,0.00896860986547,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1815,T053289,t109634,18.0000,0.00896414342629,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1816,T053289,t054803,18.0000,0.00896414342629,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1817,T053289,t164316,18.0000,0.00896414342629,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1818,T053289,t095993,18.0000,0.00895968143355,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1819,T053289,t157305,18.0000,0.00895968143355,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1820,T053289,t100854,18.0000,0.00895968143355,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1821,T047643,t053289,18.0000,0.0089552238806,p1@KIF7,374654,30497,"Q2M1P5,F8WD21",KIF7,"kinesin family member 7","gene with protein product"
1822,T026634,t053289,18.0000,0.00895077076082,p5@HOXC6,3223,5128,D6RBH4,HOXC6,"homeobox C6","gene with protein product"
1823,T053289,t182533,18.0000,0.00895077076082,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1824,T000202,t053289,18.0000,0.00895077076082,p1@WNT8B,7479,12789,Q93098,WNT8B,"Wnt family member 8B","gene with protein product"
1825,T053289,t073912,18.0000,0.00895077076082,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1826,T053289,t185914,18.0000,0.00895077076082,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1827,T020331,t053289,18.0000,0.00894187779434,p2@NFYB,4801,7805,,NFYB,"nuclear transcription factor Y subunit beta","gene with protein product"
1828,T053289,t112463,17.0000,0.00847457627119,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1829,T031431,t053289,17.0000,0.00846192135391,p4@ANKRD10,55608,20265,,ANKRD10,"ankyrin repeat domain 10","gene with protein product"
1830,T053289,t196199,17.0000,0.00846192135391,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1831,T037233,t053289,17.0000,0.00845350571855,p2@AP1G2,8906,556,B4E3E1,AP1G2,"adaptor related protein complex 1 gamma 2 subunit","gene with protein product"
1832,T053289,t136844,16.0000,0.00798403193613,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1833,T053289,t062329,16.0000,0.00798403193613,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1834,T053289,t174860,16.0000,0.00798004987531,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1835,T053289,t055189,16.0000,0.00797607178465,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1836,T000472,t053289,16.0000,0.00797607178465,p1@SUFU,51684,16466,Q9UMX1,SUFU,"SUFU negative regulator of hedgehog signaling","gene with protein product"
1837,T053289,t196310,16.0000,0.0079720976582,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1838,T015012,t053289,16.0000,0.00796019900498,p1@P2RX3,5024,8534,P56373,P2RX3,"purinergic receptor P2X 3","gene with protein product"
1839,T016749,t053289,16.0000,0.00796019900498,p2@POLA2,23649,30073,,POLA2,"DNA polymerase alpha 2, accessory subunit","gene with protein product"
1840,T053289,t156480,16.0000,0.00796019900498,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1841,T053289,t129123,16.0000,0.00795624067628,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1842,T053289,t113553,16.0000,0.00795624067628,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1843,T053289,t172774,16.0000,0.00795624067628,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1844,T022115,t053289,15.0000,0.00748876684973,p12@KDM2B,84678,13610,A8MRS1,KDM2B,"lysine demethylase 2B","gene with protein product"
1845,T053289,t116013,15.0000,0.00748876684973,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1846,T053289,t087949,15.0000,0.00748876684973,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1847,T053289,t187309,15.0000,0.00748502994012,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1848,T020982,t053289,15.0000,0.0074812967581,p7@GPN3,51184,30186,,GPN3,"GPN-loop GTPase 3","gene with protein product"
1849,T053289,t080788,15.0000,0.0074812967581,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1850,T053289,t128107,15.0000,0.0074812967581,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1851,T053289,t187279,15.0000,0.0074812967581,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1852,T053289,t109148,15.0000,0.0074812967581,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1853,T038277,t053289,15.0000,0.0074812967581,p1@RPL13AP2,,19675,,RPL13AP2,"ribosomal protein L13a pseudogene 2",pseudogene
1854,T007885,t053289,15.0000,0.00747756729811,p14@FAS,355,11920,"P25445,Q5T9P3",FAS,"Fas cell surface death receptor","gene with protein product"
1855,T053289,t079591,15.0000,0.00747756729811,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1856,T053289,t071809,15.0000,0.00747384155456,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1857,T053289,t071343,15.0000,0.00747384155456,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1858,T053289,t105722,15.0000,0.00747011952191,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1859,T053289,t094503,15.0000,0.00747011952191,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1860,T023220,t053289,15.0000,0.00746640119462,p27@ANKLE2,23141,29101,Q86XL3,ANKLE2,"ankyrin repeat and LEM domain containing 2","gene with protein product"
1861,T053289,t070601,15.0000,0.00746268656716,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1862,T053289,t187781,15.0000,0.00745897563401,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1863,T038081,t053289,15.0000,0.00745897563401,p2@MIPOL1,145282,21460,Q8TD10,MIPOL1,"mirror-image polydactyly 1","gene with protein product"
1864,T053289,t144476,15.0000,0.00745897563401,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1865,T053289,t199680,15.0000,0.00745526838966,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1866,T053289,t142968,15.0000,0.00745526838966,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1867,T053289,t168566,15.0000,0.00745526838966,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1868,T026693,t053289,15.0000,0.00745526838966,p55@CBX5,23468,1555,,CBX5,"chromobox 5","gene with protein product"
1869,T053289,t063320,15.0000,0.00744786494538,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1870,T038340,t053289,14.0000,0.00697558545092,p3@KLHDC2,23588,20231,G3V2H2,KLHDC2,"kelch domain containing 2","gene with protein product"
1871,T045812,t053289,14.0000,0.00696517412935,p7@MAP2K5,5607,6845,Q13163,MAP2K5,"mitogen-activated protein kinase kinase 5","gene with protein product"
1872,T023102,t053289,13.0000,0.0064902646031,p3@EP400,57634,11958,Q96L91,EP400,"E1A binding protein p400","gene with protein product"
1873,T040681,t053289,13.0000,0.0064870259481,p1@ESRRB,2103,3473,,ESRRB,"estrogen related receptor beta","gene with protein product"
1874,T036511,t053289,13.0000,0.00648379052369,p1@TOX4,9878,20161,"O94842,F8WCL8,B4DPY8,F8WBE8,F8WC04,C9J919",TOX4,"TOX high mobility group box family member 4","gene with protein product"
1875,T038622,t053289,13.0000,0.00648379052369,p1@C14orf166,51637,23169,"G3V4E7,Q549M8,Q9Y224",C14orf166,"chromosome 14 open reading frame 166","gene with protein product"
1876,T053289,t161064,13.0000,0.00648055832502,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1877,T053289,t105953,13.0000,0.00648055832502,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1878,T053289,t078576,13.0000,0.00647732934728,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1879,T053289,t146410,13.0000,0.00647732934728,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1880,T053289,t195907,13.0000,0.00647410358566,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1881,T053289,t087295,13.0000,0.00647088103534,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1882,T053289,t197283,13.0000,0.00647088103534,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1883,T053289,t181034,13.0000,0.00647088103534,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1884,T006972,t053289,13.0000,0.00647088103534,p7@ZNF503-AS2,,23525,,ZNF503-AS2,"ZNF503 antisense RNA 2","RNA, long non-coding"
1885,T053289,t127359,13.0000,0.00646766169154,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1886,T053289,t164333,13.0000,0.00646444554948,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1887,T053289,t085924,13.0000,0.00646123260437,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1888,T046532,t053289,12.0000,0.006,p5@SCAMP5,192683,30386,,SCAMP5,"secretory carrier membrane protein 5","gene with protein product"
1889,T053289,t074665,12.0000,0.0059880239521,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1890,T001732,t053289,12.0000,0.00598503740648,p26@TIAL1,7073,11804,,TIAL1,"TIA1 cytotoxic granule associated RNA binding protein like 1","gene with protein product"
1891,T053289,t183978,12.0000,0.00598503740648,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1892,T053289,t201584,12.0000,0.00598205383848,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1893,T053289,t129650,12.0000,0.00598205383848,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1894,T053289,t107541,12.0000,0.00597609561753,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1895,T006286,t053289,12.0000,0.00597609561753,p1@HK1,3098,4922,"P19367,B4DG62,A8K7J7,B3KXY9,Q59FD4",HK1,"hexokinase 1","gene with protein product"
1896,T053289,t083784,12.0000,0.00597609561753,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1897,T001540,t053289,12.0000,0.00597609561753,p1@VAX1,11023,12660,Q5SQQ9,VAX1,"ventral anterior homeobox 1","gene with protein product"
1898,T053289,t055001,12.0000,0.0059731209557,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1899,T053289,t065425,12.0000,0.0059731209557,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1900,T002922,t053289,12.0000,0.0059731209557,p1@SUV39H2,79723,17287,"Q5JSS2,Q9H5I1",SUV39H2,"suppressor of variegation 3-9 homolog 2","gene with protein product"
1901,T053289,t152190,12.0000,0.0059731209557,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1902,T053289,t144133,12.0000,0.0059731209557,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1903,T015704,t053289,12.0000,0.0059731209557,p2@FADS1,3992,3574,,FADS1,"fatty acid desaturase 1","gene with protein product"
1904,T053289,t087824,12.0000,0.00597014925373,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1905,T014526,t053289,12.0000,0.00597014925373,p2@MDK,4192,6972,,MDK,"midkine (neurite growth-promoting factor 2)","gene with protein product"
1906,T002674,t053289,12.0000,0.00597014925373,p2@VENTX,27287,13639,,VENTX,"VENT homeobox","gene with protein product"
1907,T053289,t072072,12.0000,0.00597014925373,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1908,T053289,t135561,12.0000,0.00597014925373,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1909,T053289,t152784,12.0000,0.00597014925373,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1910,T021120,t053289,12.0000,0.00597014925373,p1@MAPKAPK5,8550,6889,Q8IW41,MAPKAPK5,"mitogen-activated protein kinase-activated protein kinase 5","gene with protein product"
1911,T046878,t053289,12.0000,0.00597014925373,p2@ADAMTS7,11173,223,"Q9UKP4,Q9UFZ4,Q59FG3",ADAMTS7,"ADAM metallopeptidase with thrombospondin type 1 motif 7","gene with protein product"
1912,T008173,t053289,12.0000,0.00597014925373,p1@FGFBP3,143282,23428,Q8TAT2,FGFBP3,"fibroblast growth factor binding protein 3","gene with protein product"
1913,T053289,t093321,12.0000,0.00597014925373,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1914,T053289,t157713,12.0000,0.00596718050721,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1915,T049647,t053289,12.0000,0.00596718050721,p5@NPW,283869,30509,,NPW,"neuropeptide W","gene with protein product"
1916,T053289,t105248,12.0000,0.00596718050721,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1917,T053289,t182489,12.0000,0.00596718050721,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1918,T053289,t163045,12.0000,0.00596718050721,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1919,T053289,t170722,12.0000,0.00596718050721,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1920,T053289,t064812,12.0000,0.00596421471173,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1921,T053289,t130412,12.0000,0.00596421471173,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1922,T053289,t069974,12.0000,0.00596421471173,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1923,T030118,t053289,12.0000,0.00596125186289,p9@PHC1,1911,3182,,PHC1,"polyhomeotic homolog 1","gene with protein product"
1924,T053289,t191290,12.0000,0.00595829195631,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1925,T053289,t094547,12.0000,0.00595533498759,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1926,T053289,t201774,12.0000,0.00595533498759,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1927,T044772,t053289,11.0000,0.00548081714001,p3@RFX7,64864,25777,"Q2KHR2,C9JU50",RFX7,"regulatory factor X7","gene with protein product"
1928,T036971,t053289,10.0000,0.00499001996008,p1@CDH24,64403,14265,"Q86UP0,E7EMU3",CDH24,"cadherin 24","gene with protein product"
1929,T053289,t200159,10.0000,0.00498753117207,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1930,T005548,t053289,10.0000,0.0049850448654,p1@SLC16A9,220963,23520,Q7RTY1,SLC16A9,"solute carrier family 16 member 9","gene with protein product"
1931,T025629,t053289,10.0000,0.0049850448654,p5@PRPH,5630,9461,P41219,PRPH,peripherin,"gene with protein product"
1932,T053289,t134501,10.0000,0.0049850448654,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1933,T024485,t053289,10.0000,0.00498256103637,"p1@C12orf32,p1@TULP3","7289,83695","28206,12425","F5H580,B7Z989,B7Z6A2,F5H795,F5H7S2,F5H0U1",RHNO1,"RAD9-HUS1-RAD1 interacting nuclear orphan 1","gene with protein product"
1934,T053289,t070902,10.0000,0.00498007968127,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1935,T053289,t055813,10.0000,0.00497760079642,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
