Hs-RTN1,2000,1000,T039145-RTN1,"p5@RTN1"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T018718,t039145,2,011.0000,0.999006458023,p7@PAK1,5058,8590,Q13153,PAK1,"p21 (RAC1) activated kinase 1","gene with protein product"
1295,T039145,t090717,12.0000,0.00599700149925,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1296,T039145,t195987,12.0000,0.00598503740648,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1297,T039145,t196295,12.0000,0.00598503740648,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1298,T039145,t179620,12.0000,0.00598503740648,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1299,T039145,t137336,12.0000,0.00598503740648,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1300,T001978,t039145,12.0000,0.00598205383848,p7@ADARB2,105,227,,ADARB2,"adenosine deaminase, RNA specific B2 (inactive)","gene with protein product"
1301,T039145,t183892,12.0000,0.00598205383848,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1302,T039145,t148899,12.0000,0.00598205383848,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1303,T039145,t127534,12.0000,0.00598205383848,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1304,T012131,t039145,12.0000,0.00598205383848,p5@DUSP8,1850,3074,Q13202,DUSP8,"dual specificity phosphatase 8","gene with protein product"
1305,T039145,t065490,12.0000,0.00598205383848,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1306,T039145,t046936,12.0000,0.00597907324365,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1307,T018700,t039145,12.0000,0.00597907324365,p1@PAK1,5058,8590,"E9PM17,E9PMP2,E9PRP6,E9PKH9",PAK1,"p21 (RAC1) activated kinase 1","gene with protein product"
1308,T039145,t068885,12.0000,0.00597907324365,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1309,T039145,t104593,12.0000,0.00597907324365,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1310,T039145,t154323,12.0000,0.00597907324365,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1311,T039145,t044376,12.0000,0.00597609561753,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1312,T039145,t168521,12.0000,0.00597609561753,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1313,T039145,t148004,12.0000,0.00597609561753,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1314,T039145,t157919,12.0000,0.00597609561753,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1315,T039145,t142106,12.0000,0.00597609561753,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1316,T039145,t044543,12.0000,0.00597609561753,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1317,T039145,t047045,12.0000,0.0059731209557,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1318,T039145,t155501,12.0000,0.0059731209557,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1319,T039145,t074439,12.0000,0.0059731209557,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1320,T039145,t198099,12.0000,0.00597014925373,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1321,T000443,t039145,12.0000,0.00597014925373,p6@PSD,5662,9507,A5PKW4,PSD,"pleckstrin and Sec7 domain containing","gene with protein product"
1322,T039145,t088484,12.0000,0.00597014925373,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1323,T039145,t142102,12.0000,0.00596718050721,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1324,T039145,t077762,12.0000,0.00596718050721,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1325,T035615,t039145,12.0000,0.00596718050721,p2@CKB,1152,1991,,CKB,"creatine kinase B","gene with protein product"
1326,T039145,t119152,12.0000,0.00596421471173,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1327,T039145,t081623,12.0000,0.00596421471173,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1328,T039145,t091909,12.0000,0.00596421471173,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1329,T039145,t069596,11.0000,0.00547536087606,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1330,T022490,t039145,11.0000,0.00547536087606,p6@LRP6,4040,6698,,LRP6,"LDL receptor related protein 6","gene with protein product"
1331,T039145,t196034,10.0000,0.00498753117207,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1332,T039145,t071938,10.0000,0.0049850448654,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1333,T037248,t039145,10.0000,0.00498256103637,p3@JPH4,84502,20156,,JPH4,"junctophilin 4","gene with protein product"
1334,T039145,t091066,10.0000,0.00498256103637,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1335,T039145,t105034,10.0000,0.00498256103637,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1336,T039145,t183093,10.0000,0.00497760079642,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1337,T039145,t185889,10.0000,0.00497760079642,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1338,T039145,t133815,10.0000,0.00497512437811,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1339,T031856,t039145,10.0000,0.00496031746032,p3@GJB6,10804,4288,O95452,GJB6,"gap junction protein beta 6","gene with protein product"
1340,T039145,t101762,9.0000,0.00449101796407,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1341,T039145,t042552,9.0000,0.00449101796407,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1342,T039145,t042592,9.0000,0.00449101796407,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1343,T039145,t080428,9.0000,0.00449101796407,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1344,T039145,t194682,9.0000,0.00449101796407,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1345,T039145,t100852,9.0000,0.00448877805486,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1346,T017252,t039145,9.0000,0.00448654037886,p1@TMEM151A,256472,28497,Q8N4L1,TMEM151A,"transmembrane protein 151A","gene with protein product"
1347,T039145,t186811,9.0000,0.00448654037886,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1348,T039145,t188509,9.0000,0.00448654037886,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1349,T039145,t133796,9.0000,0.00448654037886,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1350,T039145,t076752,9.0000,0.00448430493274,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1351,T039145,t089524,9.0000,0.00448430493274,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1352,T039145,t129416,9.0000,0.00448430493274,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1353,T039145,t197400,9.0000,0.00448430493274,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1354,T027375,t039145,9.0000,0.00448430493274,p3@R3HDM2,22864,29167,,R3HDM2,"R3H domain containing 2","gene with protein product"
1355,T039145,t047044,9.0000,0.00448430493274,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1356,T039145,t164324,9.0000,0.00448430493274,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1357,T021973,t039145,9.0000,0.00448207171315,p16@CABP1,9478,1384,Q9NZU7,CABP1,"calcium binding protein 1","gene with protein product"
1358,T000581,t039145,9.0000,0.00448207171315,p2@INA,9118,6057,Q59EM6,INA,"internexin neuronal intermediate filament protein alpha","gene with protein product"
1359,T039145,t058634,9.0000,0.00448207171315,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1360,T039145,t071826,9.0000,0.00448207171315,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1361,T002651,t039145,9.0000,0.00448207171315,p1@GPR123,84435,13838,Q86SQ6,ADGRA1,"adhesion G protein-coupled receptor A1","gene with protein product"
1362,T039145,t187592,9.0000,0.00448207171315,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1363,T039145,t144092,9.0000,0.00448207171315,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1364,T039145,t142418,9.0000,0.00448207171315,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1365,T039145,t149493,9.0000,0.00448207171315,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1366,T039145,t131676,9.0000,0.00448207171315,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1367,T003211,t039145,9.0000,0.00447984071677,p10@ZMYND11,10771,16966,B7Z293,ZMYND11,"zinc finger MYND-type containing 11","gene with protein product"
1368,T039145,t121368,9.0000,0.00447984071677,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1369,T039145,t052792,9.0000,0.00447984071677,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1370,T039145,t133658,9.0000,0.00447984071677,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1371,T039145,t045906,9.0000,0.00447984071677,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1372,T039145,t112280,9.0000,0.00447984071677,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1373,T039145,t133526,9.0000,0.00447984071677,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1374,T039145,t146321,9.0000,0.0044776119403,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1375,T039145,t192847,9.0000,0.0044776119403,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1376,T029096,t039145,9.0000,0.0044776119403,p3@KCNC2,3747,6234,F5H030,KCNC2,"potassium voltage-gated channel subfamily C member 2","gene with protein product"
1377,T033486,t039145,9.0000,0.0044776119403,p1@SUCLA2-AS1,,39965,,SUCLA2-AS1,"SUCLA2 antisense RNA 1","RNA, long non-coding"
1378,T039145,t052743,9.0000,0.0044776119403,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1379,T039145,t100003,9.0000,0.0044776119403,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1380,T039145,t100090,9.0000,0.00447538538041,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1381,T039145,t157710,9.0000,0.00447538538041,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1382,T039145,t058623,9.0000,0.00447538538041,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1383,T013935,t039145,9.0000,0.00447538538041,p14@SLC1A2,6506,10940,,SLC1A2,"solute carrier family 1 member 2","gene with protein product"
1384,T039145,t161634,9.0000,0.00447538538041,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1385,T039145,t161683,9.0000,0.0044731610338,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1386,T039145,t107523,9.0000,0.0044731610338,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1387,T039145,t140296,9.0000,0.00447093889717,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1388,T011888,t039145,9.0000,0.00446871896723,p1@OPCML,4978,8143,,OPCML,"opioid binding protein/cell adhesion molecule like","gene with protein product"
1389,T022775,t039145,9.0000,0.00446871896723,p9@DUSP16,80824,17909,Q96QS2,DUSP16,"dual specificity phosphatase 16","gene with protein product"
1390,T039145,t045255,9.0000,0.00446871896723,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1391,T027721,t039145,9.0000,0.00446650124069,p5@FAM19A2,338811,21589,F8VVD7,FAM19A2,"family with sequence similarity 19 member A2, C-C motif chemokine like","gene with protein product"
1392,T035427,t039145,9.0000,0.00446650124069,p4@HSP90AA1,3320,5253,"P07900,Q14568",HSP90AA1,"heat shock protein 90 alpha family class A member 1","gene with protein product"
1393,T039145,t117498,9.0000,0.00446428571429,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1394,T039145,t196044,7.0000,0.00349301397206,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1395,T024863,t039145,7.0000,0.00348953140578,p4@LRRK2,120892,18618,"E9PC85,Q17RV3,Q5S007",LRRK2,"leucine rich repeat kinase 2","gene with protein product"
1396,T039145,t192948,7.0000,0.00348779272546,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1397,T039145,t155505,7.0000,0.00348779272546,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1398,T039145,t198130,7.0000,0.00348605577689,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1399,T039145,t173834,7.0000,0.00348605577689,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1400,T039145,t168259,7.0000,0.00348432055749,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1401,T039145,t176246,6.0000,0.00299550673989,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1402,T039145,t140208,6.0000,0.00299401197605,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1403,T039145,t129510,6.0000,0.00299401197605,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1404,T039145,t048957,6.0000,0.00299401197605,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1405,T023616,t039145,6.0000,0.00299251870324,p5@LMO3,55885,6643,Q8TAP4,LMO3,"LIM domain only 3","gene with protein product"
1406,T039145,t175238,6.0000,0.00299251870324,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1407,T004429,t039145,6.0000,0.00299251870324,p3@CCNY,219771,23354,Q8ND76,CCNY,"cyclin Y","gene with protein product"
1408,T039145,t200418,6.0000,0.00299251870324,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1409,T039145,t148349,6.0000,0.00299251870324,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1410,T039145,t200248,6.0000,0.00299251870324,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1411,T000582,t039145,6.0000,0.00299251870324,p6@INA,9118,6057,Q59EM6,INA,"internexin neuronal intermediate filament protein alpha","gene with protein product"
1412,T039145,t106742,6.0000,0.00299251870324,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1413,T039145,t201231,6.0000,0.00299102691924,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1414,T001381,t039145,6.0000,0.00299102691924,p5@ATRNL1,26033,29063,"F5H129,Q5VV63",ATRNL1,"attractin like 1","gene with protein product"
1415,T039145,t199056,6.0000,0.00299102691924,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1416,T039145,t099401,6.0000,0.00299102691924,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1417,T039145,t155521,6.0000,0.00299102691924,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1418,T039145,t192851,6.0000,0.00299102691924,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1419,T039145,t147122,6.0000,0.00299102691924,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1420,T039145,t057084,6.0000,0.00299102691924,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1421,T039145,t041594,6.0000,0.00299102691924,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1422,T039145,t116291,6.0000,0.00299102691924,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1423,T039145,t192013,6.0000,0.00299102691924,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1424,T039145,t162256,6.0000,0.00298953662182,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1425,T039145,t177861,6.0000,0.00298953662182,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1426,T030880,t039145,6.0000,0.00298953662182,p3@ANKS1B,56899,24600,F8VZ47,ANKS1B,"ankyrin repeat and sterile alpha motif domain containing 1B","gene with protein product"
1427,T039145,t127355,6.0000,0.00298953662182,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1428,T039145,t081788,6.0000,0.00298953662182,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1429,T039145,t192850,6.0000,0.00298953662182,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1430,T029103,t039145,6.0000,0.00298953662182,p4@KCNC2,3747,6234,,KCNC2,"potassium voltage-gated channel subfamily C member 2","gene with protein product"
1431,T039145,t083391,6.0000,0.00298953662182,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1432,T039145,t153307,6.0000,0.00298953662182,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1433,T024831,t039145,6.0000,0.00298953662182,p3@KIF21A,55605,19349,"F8W762,F8WCP6,F5H0V8,B9EGE4,F5H219,Q7Z4S6,F5H0C3,Q2UVF1",KIF21A,"kinesin family member 21A","gene with protein product"
1434,T039145,t094167,6.0000,0.00298953662182,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1435,T022383,t039145,6.0000,0.00298953662182,p9@ARL6IP4,51329,18076,,ARL6IP4,"ADP ribosylation factor like GTPase 6 interacting protein 4","gene with protein product"
1436,T039145,t200912,6.0000,0.00298953662182,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1437,T039145,t132063,6.0000,0.00298953662182,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1438,T039145,t179592,6.0000,0.00298953662182,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1439,T039145,t121559,6.0000,0.00298953662182,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1440,T023617,t039145,6.0000,0.00298804780876,p8@LMO3,55885,6643,Q8TAP4,LMO3,"LIM domain only 3","gene with protein product"
1441,T039145,t154391,6.0000,0.00298804780876,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1442,T025753,t039145,6.0000,0.00298804780876,p14@FAIM2,23017,17067,Q9BWQ8,FAIM2,"Fas apoptotic inhibitory molecule 2","gene with protein product"
1443,T039145,t166047,6.0000,0.00298804780876,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1444,T014385,t039145,6.0000,0.00298804780876,p2@CHST1,8534,1969,,CHST1,"carbohydrate sulfotransferase 1","gene with protein product"
1445,T039145,t194174,6.0000,0.00298804780876,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1446,T025732,t039145,6.0000,0.00298804780876,p9@FAIM2,23017,17067,,FAIM2,"Fas apoptotic inhibitory molecule 2","gene with protein product"
1447,T039145,t168581,6.0000,0.00298804780876,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1448,T005614,t039145,6.0000,0.00298804780876,p31@ANK3,288,494,"E7EMJ1,F5H4S1",ANK3,"ankyrin 3","gene with protein product"
1449,T039145,t078151,6.0000,0.00298804780876,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1450,T005708,t039145,6.0000,0.00298656047785,p1@C10orf107,219621,28678,Q8IVU9,C10orf107,"chromosome 10 open reading frame 107","gene with protein product"
1451,T039124,t039145,6.0000,0.00298656047785,p6@RTN1,6252,10467,A8MT72,RTN1,"reticulon 1","gene with protein product"
1452,T039145,t042338,6.0000,0.00298656047785,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1453,T039145,t198285,6.0000,0.00298656047785,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1454,T039145,t134327,6.0000,0.00298656047785,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1455,T039145,t183712,6.0000,0.00298656047785,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1456,T039145,t047983,6.0000,0.00298656047785,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1457,T025010,t039145,6.0000,0.00298656047785,p4@CCND2,894,1583,P30279,CCND2,"cyclin D2","gene with protein product"
1458,T039145,t195894,6.0000,0.00298656047785,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1459,T039145,t128991,6.0000,0.00298656047785,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1460,T039145,t183875,6.0000,0.00298656047785,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1461,T021960,t039145,6.0000,0.00298507462687,p10@DYNLL1,8655,15476,,DYNLL1,"dynein light chain LC8-type 1","gene with protein product"
1462,T039145,t156043,6.0000,0.00298507462687,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1463,T039145,t200306,6.0000,0.00298507462687,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1464,T008354,t039145,6.0000,0.00298507462687,p4@TBC1D12,23232,29082,O60347,TBC1D12,"TBC1 domain family member 12","gene with protein product"
1465,T039145,t059166,6.0000,0.00298507462687,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1466,T039145,t159487,6.0000,0.00298507462687,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1467,T039145,t199152,6.0000,0.00298507462687,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1468,T039145,t166408,6.0000,0.00298507462687,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1469,T039145,t144077,6.0000,0.00298507462687,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1470,T020832,t039145,6.0000,0.00298359025361,p7@RAD52,5893,9824,,RAD52,"RAD52 homolog, DNA repair protein","gene with protein product"
1471,T010321,t039145,6.0000,0.00298359025361,p2@SCN4B,6330,10592,"E9PPT5,Q8IWT1,B0YJ93",SCN4B,"sodium voltage-gated channel beta subunit 4","gene with protein product"
1472,T039145,t045021,6.0000,0.00298210735586,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1473,T039145,t149703,6.0000,0.00298062593145,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1474,T016433,t039145,6.0000,0.00298062593145,p3@KCNK4,50801,6279,F5GYE0,KCNK4,"potassium two pore domain channel subfamily K member 4","gene with protein product"
1475,T039145,t080135,6.0000,0.00298062593145,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1476,T005376,t039145,6.0000,0.00298062593145,p2@ASB13,79754,19765,Q8WXK3,ASB13,"ankyrin repeat and SOCS box containing 13","gene with protein product"
1477,T039145,t110366,6.0000,0.00298062593145,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1478,T039145,t084187,6.0000,0.00298062593145,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1479,T039145,t183087,6.0000,0.0029776674938,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1480,T039145,t069522,6.0000,0.00297619047619,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1481,T039145,t078441,6.0000,0.00297471492315,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1482,T039145,t191535,6.0000,0.00297471492315,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1483,T039145,t056969,5.0000,0.00249376558603,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1484,T039145,t139047,4.0000,0.001998001998,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1485,T039145,t146527,4.0000,0.00199501246883,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1486,T039145,t057140,4.0000,0.00199501246883,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1487,T039145,t150155,4.0000,0.00199401794616,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1488,T039145,t067225,4.0000,0.00199203187251,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1489,T010317,t039145,4.0000,0.00199104031857,p3@SCN4B,6330,10592,,SCN4B,"sodium voltage-gated channel beta subunit 4","gene with protein product"
1490,T039145,t136945,4.0000,0.00199104031857,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1491,T039145,t047990,4.0000,0.00199104031857,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1492,T039145,t191533,4.0000,0.00199104031857,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
