"entrezgene_id","hgnc_id","uniprot_id","gene_name","description","type"
"e:50853","h:30906","D6R9H2","VILL","villin like","gene with protein product"
"e:643749","h:40005","","TRAF3IP2-AS1","TRAF3IP2 antisense RNA 1","RNA, long non-coding"
"e:347733","h:30829","","TUBB2B","tubulin beta 2B class IIb","gene with protein product"
"e:9267","h:9501","B7Z1T4","CYTH1","cytohesin 1","gene with protein product"
"e:80731","h:29348","E7EM75","THSD7B","thrombospondin type 1 domain containing 7B","gene with protein product"
"e:57862","h:20144","G3V4H7","ZNF410","zinc finger protein 410","gene with protein product"
"e:55624","h:19139","","POMGNT1","protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)","gene with protein product"
"e:79850","h:29646","","FAM57A","family with sequence similarity 57 member A","gene with protein product"
"e:7917","h:13919","F6XTU0","BAG6","BCL2 associated athanogene 6","gene with protein product"
"e:131118","h:30528","Q96DA6","DNAJC19","DnaJ heat shock protein family (Hsp40) member C19","gene with protein product"
"e:406884","h:31479","","MIRLET7B","microRNA let-7b","RNA, micro"
"e:29803","h:17922","C9J7D4,C9J590,C9JYJ8","REPIN1","replication initiator 1","gene with protein product"
"e:8437","h:9873","O95294,F8VQX1,Q59H24","RASAL1","RAS protein activator like 1","gene with protein product"
"e:4728","h:7715","O00217","NDUFS8","NADH:ubiquinone oxidoreductase core subunit S8","gene with protein product"
"e:161424","h:19826","Q86U38","NOP9","NOP9 nucleolar protein","gene with protein product"
"e:151254","h:14438","","ALS2CR11","amyotrophic lateral sclerosis 2 chromosome region candidate 11","gene with protein product"
"e:220296","h:26361","Q14CZ8","HEPACAM","hepatic and glial cell adhesion molecule","gene with protein product"
"e:51114","h:18475","Q5JYE8","ZDHHC9","zinc finger DHHC-type containing 9","gene with protein product"
"e:4007","h:6645","O43900","PRICKLE3","prickle planar cell polarity protein 3","gene with protein product"
"e:64428","h:14179","Q9H6Q4,B4DEE7","NARFL","nuclear prelamin A recognition factor like","gene with protein product"
"e:1647","h:4095","Q5TCA7,P24522","GADD45A","growth arrest and DNA damage inducible alpha","gene with protein product"
"e:25880","h:24530","Q96B77","TMEM186","transmembrane protein 186","gene with protein product"
"e:388552","h:20914","Q6QNY0","BLOC1S3","biogenesis of lysosomal organelles complex 1 subunit 3","gene with protein product"
"e:60686","h:20162","Q9H972,G5E9D9,G3V2P0,G3V4W6,G3V3W0,G3V2U2,G3V396,G3V4L9,G3V4F1","C14orf93","chromosome 14 open reading frame 93","gene with protein product"
"e:64755","h:25848","B4DJP2,E7EP97,B4DKB6,Q96GQ5","C16orf58","chromosome 16 open reading frame 58","gene with protein product"
"e:8803","h:11448","F5GXC8","SUCLA2","succinate-CoA ligase ADP-forming beta subunit","gene with protein product"
"e:51071","h:24269","E9PJ44","DERA","deoxyribose-phosphate aldolase","gene with protein product"
"e:27315","h:17893","Q9UHJ9,A8MZF5","PGAP2","post-GPI attachment to proteins 2","gene with protein product"
"e:148156","h:26422","","ZNF558","zinc finger protein 558","gene with protein product"
"e:10922","h:24676","Q14296,Q8IVA0","FASTK","Fas activated serine/threonine kinase","gene with protein product"
"e:27336","h:5276","Q5H919,Q5H918","HTATSF1","HIV-1 Tat specific factor 1","gene with protein product"
"e:7701","h:12927","F2Z2H3","ZNF142","zinc finger protein 142","gene with protein product"
"e:126661","h:27003","B4DV03,E9PN01","CCDC163","coiled-coil domain containing 163","unknown"
"e:653857","h:37282","","ACTR3C","ARP3 actin-related protein 3 homolog C","gene with protein product"
"e:8372","h:5322","","HYAL3","hyaluronoglucosaminidase 3","gene with protein product"
"e:8525","h:2857","E9PPW4","DGKZ","diacylglycerol kinase zeta","gene with protein product"
"e:56834","h:24300","F5H234","GPR137","G protein-coupled receptor 137","gene with protein product"
"e:114881","h:16387","Q9BZF2,Q8WXP9","OSBPL7","oxysterol binding protein like 7","gene with protein product"
"e:3315","h:5246","C9J3N8","HSPB1","heat shock protein family B (small) member 1","gene with protein product"
"e:84964","h:28243","E9PIA1","ALKBH6","alkB homolog 6","gene with protein product"
"e:22879","h:25020","E7EW32,B4DDZ0","MON1B","MON1 homolog B, secretory trafficking associated","gene with protein product"
"e:116115","h:29415","Q8TF50,B4DQP4","ZNF526","zinc finger protein 526","gene with protein product"
"e:22879","h:25020","Q7L1V2,B7WPE4,Q6ZR87","MON1B","MON1 homolog B, secretory trafficking associated","gene with protein product"
"e:51008","h:24268","E9PL92,E9PSA3,Q8N9N2","ASCC1","activating signal cointegrator 1 complex subunit 1","gene with protein product"
"e:81876","h:18370","E7EWA5","RAB1B","RAB1B, member RAS oncogene family","gene with protein product"
"e:64900","h:14451","Q9BQK8","LPIN3","lipin 3","gene with protein product"
"e:57407","h:24987","","NMRAL1","NmrA like redox sensor 1","gene with protein product"
"e:23344","h:29534","Q9BSJ8,B3KY56","ESYT1","extended synaptotagmin 1","gene with protein product"
"e:27436","h:1316","Q9HC35,A6H8Y6","EML4","echinoderm microtubule associated protein like 4","gene with protein product"
"e:27350","h:17353","F8WB92,Q9NRW3","APOBEC3C","apolipoprotein B mRNA editing enzyme catalytic subunit 3C","gene with protein product"
"e:8425","h:6717","F5GYA5","LTBP4","latent transforming growth factor beta binding protein 4","gene with protein product"
"e:388569","h:33107","","ZNF324B","zinc finger protein 324B","gene with protein product"
"e:55850","h:30882","F8W6G7","USE1","unconventional SNARE in the ER 1","gene with protein product"
"e:154791","h:26946","","FMC1","formation of mitochondrial complex V assembly factor 1 homolog","gene with protein product"
"e:55975","h:15646","Q8IXQ5,E5RFN1,B7Z4N7,B7Z3P9","KLHL7","kelch like family member 7","gene with protein product"
"e:9020","h:6853","Q99558","MAP3K14","mitogen-activated protein kinase kinase kinase 14","gene with protein product"
"e:89910","h:13478","Q7Z3V4,F5H5T5","UBE3B","ubiquitin protein ligase E3B","gene with protein product"
"e:51728","h:14121","Q9Y2Y1","POLR3K","RNA polymerase III subunit K","gene with protein product"
"e:51659","h:24575","Q9Y248","GINS2","GINS complex subunit 2","gene with protein product"
"e:201254","h:11422","A8MT69","CENPX","centromere protein X","gene with protein product"
"e:10248","h:19949","O75817","POP7","POP7 homolog, ribonuclease P/MRP subunit","gene with protein product"
"e:5347","h:9077","Q58A51,B4E083,P53350","PLK1","polo like kinase 1","gene with protein product"
"e:84934","h:25925","Q96K30,F8VRG5","RITA1","RBPJ interacting and tubulin associated 1","gene with protein product"
"e:7083","h:11830","P04183","TK1","thymidine kinase 1","gene with protein product"
"e:10535","h:18518","","RNASEH2A","ribonuclease H2 subunit A","gene with protein product"
"e:283643","h:20127","E9PAQ4,Q86SX3,C9JZ80","C14orf80","chromosome 14 open reading frame 80","gene with protein product"
"e:29107","h:15913","Q9UKK6","NXT1","nuclear transport factor 2 like export factor 1","gene with protein product"
"e:55651","h:14377","D6RC52,D6RCB9","NHP2","NHP2 ribonucleoprotein","gene with protein product"
"e:80830","h:14870","Q9BWW8","APOL6","apolipoprotein L6","gene with protein product"
"e:10572","h:17712","G3V439,O15304","SIVA1","SIVA1 apoptosis inducing factor","gene with protein product"
"e:5436","h:9194","E9PIU7","POLR2G","RNA polymerase II subunit G","gene with protein product"
"e:6230","h:10413","E9PQK3","RPS25","ribosomal protein S25","gene with protein product"
"e:29960","h:16352","Q9UI43,E7ETL2","MRM2","mitochondrial rRNA methyltransferase 2","gene with protein product"
"e:84310","h:22421","Q9BRJ6,C9JQV0","C7orf50","chromosome 7 open reading frame 50","gene with protein product"
"e:79228","h:28369","Q86W42","THOC6","THO complex 6","gene with protein product"
"e:93436","h:25049","F5H3X1,F5GWV0,F5GYY4,F5H7V0,F5H2X2,F5H2K4,F5H4P3,B4E1N1,Q6NXE6","ARMC6","armadillo repeat containing 6","gene with protein product"
"e:51603","h:24248","Q8N6R0,B4E2X3","METTL13","methyltransferase like 13","gene with protein product"
"e:10445","h:6960","Q7Z372,F8VZC2,F8W126,Q96EZ8","MCRS1","microspherule protein 1","gene with protein product"
"e:84105","h:24474","Q9H0N5","PCBD2","pterin-4 alpha-carbinolamine dehydratase 2","gene with protein product"
"e:55272","h:14497","Q9NV31,F5H3E2","IMP3","IMP3, U3 small nucleolar ribonucleoprotein","gene with protein product"
"e:51649","h:14509","Q9Y3D9","MRPS23","mitochondrial ribosomal protein S23","gene with protein product"
"e:4605","h:7548","F8W6N6","MYBL2","MYB proto-oncogene like 2","gene with protein product"
"e:10072","h:3008","G3V180,G3V1D3","DPP3","dipeptidyl peptidase 3","gene with protein product"
"e:3145","h:4982","P08397,F5H4W5,F5H0P4,G3V1P4,F5H4Y7,G5EA58,F5H4X2,F5H226,Q68Y91","HMBS","hydroxymethylbilane synthase","gene with protein product"
"e:4277","h:7091","","MICB","MHC class I polypeptide-related sequence B","gene with protein product"
"e:23549","h:2981","B9ZVU2,E7EWP4,E3W974,E3W979,Q9NV55,Q9ULA0,Q53SB6,Q9BSS9,Q9HAC6","DNPEP","aspartyl aminopeptidase","gene with protein product"
"e:65003","h:14042","Q9Y3B7,A6NLT0,E9PQB6","MRPL11","mitochondrial ribosomal protein L11","gene with protein product"
"e:5499","h:9281","A6NNR3","PPP1CA","protein phosphatase 1 catalytic subunit alpha","gene with protein product"
"e:3007","h:4717","P16402","HIST1H1D","histone cluster 1 H1 family member d","gene with protein product"
"e:51264","h:14483","B3KN43,D6RE11,Q9P0M9","MRPL27","mitochondrial ribosomal protein L27","gene with protein product"
"e:54958","h:26042","Q9NX00","TMEM160","transmembrane protein 160","gene with protein product"
"e:51537","h:26945","Q9UDX5","MTFP1","mitochondrial fission process 1","gene with protein product"
"e:10298","h:16059","O96013,B4DE88,F5H5N9","PAK4","p21 (RAC1) activated kinase 4","gene with protein product"
"e:65095","h:25769","Q8N9T8,D3YTE0,F8WFC1,F5H196","KRI1","KRI1 homolog","gene with protein product"
"e:9063","h:17311","O75928,B4DGW0","PIAS2","protein inhibitor of activated STAT 2","gene with protein product"
"e:23195","h:18302","Q9NU22,Q5T795,Q6ZVV6","MDN1","midasin AAA ATPase 1","gene with protein product"
"e:55326","h:20886","E5RH21","AGPAT5","1-acylglycerol-3-phosphate O-acyltransferase 5","gene with protein product"
"e:11097","h:17010","B4DT96,C9JYA1,F8WC66","NUPL2","nucleoporin like 2","gene with protein product"
"e:27340","h:17897","O75691","UTP20","UTP20, small subunit processome component","gene with protein product"
"e:22984","h:13408","Q14690,F5H7X0","PDCD11","programmed cell death 11","gene with protein product"
"e:63892","h:19217","B6ZDQ0,B6ZDE5,B5MC89,Q8IY32,Q6YHU6,C9JJB1,Q6YHU4","THADA","THADA, armadillo repeat containing","gene with protein product"
"e:8065","h:2556","E9PP19","CUL5","cullin 5","gene with protein product"
"e:728609","h:18781","","SDHAP3","succinate dehydrogenase complex flavoprotein subunit A pseudogene 3","pseudogene"
"e:79848","h:26193","Q1MSJ5,F8W7C3","CSPP1","centrosome and spindle pole associated protein 1","gene with protein product"
"e:23514","h:28971","E5RGV8,B4E0Y6,E7EVI9,E5RHG3,E5RIU7,B4DMX9,E5RG05,B4DFV2","SPIDR","scaffolding protein involved in DNA repair","gene with protein product"
"e:22995","h:29298","F8W6H7","CEP152","centrosomal protein 152","gene with protein product"
"e:4976","h:8140","E5KLK1,E5KLJ5,E5KLJ9,E5KLJ6,O60313,E5KLK2,E5KLK0,E5KLJ7","OPA1","OPA1, mitochondrial dynamin like GTPase","gene with protein product"
"e:51602","h:29926","F8WED0","NOP58","NOP58 ribonucleoprotein","gene with protein product"
"e:5189","h:8850","O43933","PEX1","peroxisomal biogenesis factor 1","gene with protein product"
"e:134430","h:30696","D6R922","WDR36","WD repeat domain 36","gene with protein product"
"e:80745","h:14890","D6W593,Q969Z2,Q9BTF0","THUMPD2","THUMP domain containing 2","gene with protein product"
"e:257415","h:28629","Q5BKY9","FAM133B","family with sequence similarity 133 member B","gene with protein product"
"e:79848","h:26193","F2Z2M5,E5RGA5","CSPP1","centrosome and spindle pole associated protein 1","gene with protein product"
"e:29889","h:29925","B4DPI9","GNL2","G protein nucleolar 2","gene with protein product"
"e:10196","h:30163","E9PLF6","PRMT3","protein arginine methyltransferase 3","gene with protein product"
"e:1736","h:2890","C9IYT0","DKC1","dyskerin pseudouridine synthase 1","gene with protein product"
"e:27000","h:13192","F2Z3N9,C9IZ83","DNAJC2","DnaJ heat shock protein family (Hsp40) member C2","gene with protein product"
"e:55759","h:14098","Q9GZL7,B4DRY7","WDR12","WD repeat domain 12","gene with protein product"
"e:55703","h:30348","F8VRE2","POLR3B","RNA polymerase III subunit B","gene with protein product"
"e:340481","h:20750","Q8IVQ6,Q9P0D9","ZDHHC21","zinc finger DHHC-type containing 21","gene with protein product"
"e:29883","h:14101","Q9UIV1,E5RGA8,E5RHV9,G3V108,B3KN35,Q96IQ6","CNOT7","CCR4-NOT transcription complex subunit 7","gene with protein product"
"e:84172","h:20454","F8WBB9,F8WDS4,F5H643","POLR1B","RNA polymerase I subunit B","gene with protein product"
"e:2992","h:4699","","GYG1","glycogenin 1","gene with protein product"
"e:133015","h:28442","B4DFF8,D6REQ4,D6RDH3,D6RB63,D6R9F1,D6RBZ2,D6R9D1,D6RD40,D6RAL7,D6RC13,D6RC23,D6RF67,D6RF08,D6REJ6,B4DMN7","PACRGL","PARK2 coregulated like","gene with protein product"
"e:26973","h:14525","E9PSD5","CHORDC1","cysteine and histidine rich domain containing 1","gene with protein product"
"e:55037","h:24717","B4DF73,F8WBP9,B8ZZQ4,F8WE76","PTCD3","pentatricopeptide repeat domain 3","gene with protein product"
"e:1453","h:2452","B4DLF1","CSNK1D","casein kinase 1 delta","gene with protein product"
"e:57531","h:21033","Q8IYU2,E9PGP0,E3W983,E5RHI1,B3KY89","HACE1","HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1","gene with protein product"
"e:11337","h:4067","O95166,Q6IAW1","GABARAP","GABA type A receptor-associated protein","gene with protein product"
"e:132241","h:27024","","RPL32P3","ribosomal protein L32 pseudogene 3","pseudogene"
"e:10910","h:16987","Q9Y2Z0,F5H5A9","SUGT1","SGT1 homolog, MIS12 kinetochore complex assembly cochaperone","gene with protein product"
"e:57711","h:29328","Q6P280","ZNF529","zinc finger protein 529","gene with protein product"
"e:84319","h:28666","Q9BQ75,C9IY68","CMSS1","cms1 ribosomal small subunit homolog (yeast)","gene with protein product"
"e:23350","h:30855","C9J5L1","U2SURP","U2 snRNP associated SURP domain containing","gene with protein product"
"e:149840","h:26318","Q5TGB0","C20orf196","chromosome 20 open reading frame 196","gene with protein product"
"e:51182","h:29526","Q0VDF9","HSPA14","heat shock protein family A (Hsp70) member 14","gene with protein product"
"e:7324","h:12477","C9J8K2","UBE2E1","ubiquitin conjugating enzyme E2 E1","gene with protein product"
"e:5520","h:9304","E5RFR9","PPP2R2A","protein phosphatase 2 regulatory subunit Balpha","gene with protein product"
"e:100101467","h:33517","Q86W11","ZSCAN30","zinc finger and SCAN domain containing 30","gene with protein product"
"e:115752","h:28698","B4DI34,E9PKI7","DIS3L","DIS3 like exosome 3'-5' exoribonuclease","gene with protein product"
"e:84135","h:25758","B4DXK8,Q8TED0","UTP15","UTP15, small subunit processome component","gene with protein product"
"e:26065","h:24489","B4DTG6","LSM14A","LSM14A, mRNA processing body assembly factor","gene with protein product"
"e:134430","h:30696","","WDR36","WD repeat domain 36","gene with protein product"
"e:80304","h:26157","Q9H6R7","WDCP","WD repeat and coiled coil containing","gene with protein product"
"e:5504","h:9288","E7EUI7","PPP1R2","protein phosphatase 1 regulatory inhibitor subunit 2","gene with protein product"
"e:205327","h:26799","Q8N8R5","C2orf69","chromosome 2 open reading frame 69","gene with protein product"
"e:9666","h:30938","C9JRX4","DZIP3","DAZ interacting zinc finger protein 3","gene with protein product"
"e:3658","h:6115","P48200","IREB2","iron responsive element binding protein 2","gene with protein product"
"e:9918","h:24305","E7EN77","NCAPD2","non-SMC condensin I complex subunit D2","gene with protein product"
"e:253639","h:28742","","ZNF620","zinc finger protein 620","gene with protein product"
"e:119","h:244","P35612","ADD2","adducin 2","gene with protein product"
"e:5411","h:9162","G3V579,Q9H307","PNN","pinin, desmosome associated protein","gene with protein product"
"e:84311","h:16651","Q9BRJ2","MRPL45","mitochondrial ribosomal protein L45","gene with protein product"
"e:84083","h:25249","Q5FWF4,F5GYN7,Q8N1P4","ZRANB3","zinc finger RANBP2-type containing 3","gene with protein product"
"e:168374","h:13168","","ZNF92","zinc finger protein 92","gene with protein product"
"e:90233,e:284309","h:25108,h:26765","Q7Z340,A6NGN8,B2RN90","ZNF551","zinc finger protein 551","gene with protein product"
"e:128240","h:18453","","NAXE","NAD(P)HX epimerase","gene with protein product"
"e:157313","h:14623","Q69YH5,A8K8Z0","CDCA2","cell division cycle associated 2","gene with protein product"
"e:9318","h:30747","P61201","COPS2","COP9 signalosome subunit 2","gene with protein product"
"e:84524","h:30941","Q8N5P1","ZC3H8","zinc finger CCCH-type containing 8","gene with protein product"
"e:7552","h:13128","Q9Y462,Q6PK66","ZNF711","zinc finger protein 711","gene with protein product"
"","h:42970","","ERVMER34-1","endogenous retrovirus group MER34 member 1","endogenous retrovirus"
"e:23248","h:29039","","RPRD2","regulation of nuclear pre-mRNA domain containing 2","gene with protein product"
"e:60492","h:28108","Q9GZT6,B3KP87,E9PMQ7","CCDC90B","coiled-coil domain containing 90B","gene with protein product"
"e:374618","h:29585","","TEX9","testis expressed 9","gene with protein product"
"e:56919","h:16718","Q9H6R0","DHX33","DEAH-box helicase 33","gene with protein product"
"e:892","h:1581","G5E954,E5RI39,P24863,Q5JV82,E5RHL8","CCNC","cyclin C","gene with protein product"
"e:6736","h:11311","Q05066","SRY","sex determining region Y","gene with protein product"
"e:407012","h:31607","","MIR24-1","microRNA 24-1","RNA, micro"
"e:1736","h:2890","O60832","DKC1","dyskerin pseudouridine synthase 1","gene with protein product"
"e:85015","h:20080","Q70EL2,D6RBV3","USP45","ubiquitin specific peptidase 45","gene with protein product"
"e:11252","h:8571","F8WC50","PACSIN2","protein kinase C and casein kinase substrate in neurons 2","gene with protein product"
"e:79752","h:25858","E5RK75","ZFAND1","zinc finger AN1-type containing 1","gene with protein product"
"e:403313","h:23682","F5H461","PLPP6","phospholipid phosphatase 6","gene with protein product"
"e:5423","h:9174","P06746","POLB","DNA polymerase beta","gene with protein product"
"","h:6214","","ANOS2P","anosmin 2, pseudogene","pseudogene"
"e:27148","h:17209","C9J1B8","STK36","serine/threonine kinase 36","gene with protein product"
"e:8936","h:12732","Q5SZK4","WASF1","WAS protein family member 1","gene with protein product"
"e:147741","h:26484","Q96MR9","ZNF560","zinc finger protein 560","gene with protein product"
"e:54843","h:15585","E9PIB5,E9PQL8","SYTL2","synaptotagmin like 2","gene with protein product"
"","h:21196","","HLA-P","major histocompatibility complex, class I, P (pseudogene)","pseudogene"
"e:353145","h:29463","Q5T5B0","LCE3E","late cornified envelope 3E","gene with protein product"
"e:81873","h:23366","","ARPC5L","actin related protein 2/3 complex subunit 5 like","gene with protein product"
"e:100506658","h:8104","A8K3T2,Q16625","OCLN","occludin","gene with protein product"
"e:1417","h:2400","P26998","CRYBB3","crystallin beta B3","gene with protein product"
"e:2703","h:4281","P48165","GJA8","gap junction protein alpha 8","gene with protein product"
"e:51280","h:15451","F8WAT9","GOLM1","golgi membrane protein 1","gene with protein product"
"e:2525","h:4014","P21217,A8K737","FUT3","fucosyltransferase 3 (Lewis blood group)","gene with protein product"
"e:3417","h:5382","O75874","IDH1","isocitrate dehydrogenase (NADP(+)) 1, cytosolic","gene with protein product"
"e:6520","h:11026","B4E2Z3","SLC3A2","solute carrier family 3 member 2","gene with protein product"
"e:55222","h:23421","","LRRC20","leucine rich repeat containing 20","gene with protein product"
"e:10419","h:10894","G3V5T6","PRMT5","protein arginine methyltransferase 5","gene with protein product"
"e:29943","h:18367","Q9ULC6","PADI1","peptidyl arginine deiminase 1","gene with protein product"
"e:116461","h:16791","B4DKP0,E9PPN1","TSEN15","tRNA splicing endonuclease subunit 15","gene with protein product"
"e:5723","h:9577","","PSPH","phosphoserine phosphatase","gene with protein product"
"e:51373","h:14047","Q9Y2R5","MRPS17","mitochondrial ribosomal protein S17","gene with protein product"
"e:7401","h:12605","","CLRN1","clarin 1","gene with protein product"
"e:9601","h:30167","P13667","PDIA4","protein disulfide isomerase family A member 4","gene with protein product"
"e:9569","h:4661","","GTF2IRD1","GTF2I repeat domain containing 1","gene with protein product"
"e:10525","h:16931","Q9Y4L1,E9PL22,E9PR65,F5H4X7,F5GWH9,B7Z909,F5H4Z5","HYOU1","hypoxia up-regulated 1","gene with protein product"
"e:374868","h:13541","","ATP9B","ATPase phospholipid transporting 9B (putative)","gene with protein product"
"e:3166","h:5017","Q9NP08","HMX1","H6 family homeobox 1","gene with protein product"
"e:406960","h:31555","","MIR184","microRNA 184","RNA, micro"
"e:353091","h:16795","Q6H3X3,C9JAK3","RAET1G","retinoic acid early transcript 1G","gene with protein product"
"e:440","h:753","C9JLN6","ASNS","asparagine synthetase (glutamine-hydrolyzing)","gene with protein product"
"e:5644,e:154754","h:9475","E7EQ64,P07477","PRSS1","protease, serine 1","gene with protein product"
"e:53938","h:9262","Q9H2H8","PPIL3","peptidylprolyl isomerase like 3","gene with protein product"
"e:153339","h:28330","","TMEM167A","transmembrane protein 167A","gene with protein product"
"e:10616","h:15864","A6PVK0,E9PFQ1,B4DML5,A6PVJ5","RBCK1","RANBP2-type and C3HC4-type zinc finger containing 1","gene with protein product"
"e:10553","h:16637","E9PI87,Q9BUP3","HTATIP2","HIV-1 Tat interactive protein 2","gene with protein product"
"e:22822","h:8933","E9PET0","PHLDA1","pleckstrin homology like domain family A member 1","gene with protein product"
"e:64841","h:19980","G3V5E4","GNPNAT1","glucosamine-phosphate N-acetyltransferase 1","gene with protein product"
"e:9411","h:30207","Q52LW3","ARHGAP29","Rho GTPase activating protein 29","gene with protein product"
"e:56776","h:14074","B4DP05","FMN2","formin 2","gene with protein product"
"e:8798","h:3095","B4DQW1","DYRK4","dual specificity tyrosine phosphorylation regulated kinase 4","gene with protein product"
"","h:29073","Q8IYA2","CCDC144CP","coiled-coil domain containing 144C, pseudogene","pseudogene"
"e:283464","h:27482","Q4G148","GXYLT1","glucoside xylosyltransferase 1","gene with protein product"
"e:7453","h:12729","G3V5W1,G3V3P2,G3V5H5,G3V4N8,G3V313,G3V3X0,G3V339,G3V5U1,G3V3H8,G3V4A3,G3V277,P23381","WARS","tryptophanyl-tRNA synthetase","gene with protein product"
"e:7762","h:13007","Q9UL58","ZNF215","zinc finger protein 215","gene with protein product"
"e:54187","h:19237","","NANS","N-acetylneuraminate synthase","gene with protein product"
"e:221830","h:18027","Q3B726","TWISTNB","TWIST neighbor","gene with protein product"
"e:84991","h:16944","Q5W010,Q5W012","RBM17","RNA binding motif protein 17","gene with protein product"
"e:51605","h:20900","Q9UJA5","TRMT6","tRNA methyltransferase 6","gene with protein product"
"e:6897","h:11572","E7ERI3,B4DEG8,D6RCA5,D6RDJ6,D6RHV7,D6RJ97,D6RCS6,G3XAN9","TARS","threonyl-tRNA synthetase","gene with protein product"
"e:7019","h:11741","A8MRB2,E5KSU5,Q00059","TFAM","transcription factor A, mitochondrial","gene with protein product"
"e:84314","h:28128","Q6UX40,B2RDT5,B3KNL7","TMEM107","transmembrane protein 107","gene with protein product"
"e:83939","h:3254","","EIF2A","eukaryotic translation initiation factor 2A","gene with protein product"
"e:6897","h:11572","D6RCS6","TARS","threonyl-tRNA synthetase","gene with protein product"
"e:5771","h:9650","P17706,Q96AU5","PTPN2","protein tyrosine phosphatase, non-receptor type 2","gene with protein product"
"e:10285","h:16900","","SMNDC1","survival motor neuron domain containing 1","gene with protein product"
"e:63877","h:25794","","FAM204A","family with sequence similarity 204 member A","gene with protein product"
"e:30836","h:24013","Q5QJE6,E9PRB3","DNTTIP2","deoxynucleotidyltransferase terminal interacting protein 2","gene with protein product"
"e:8894","h:3266","P20042,Q6IBR8","EIF2S2","eukaryotic translation initiation factor 2 subunit beta","gene with protein product"
"e:128061","h:25332","Q5TBH9,E9PEV9,Q8NDD1","C1orf131","chromosome 1 open reading frame 131","gene with protein product"
"e:120939","h:26438","","TMEM52B","transmembrane protein 52B","gene with protein product"
"e:9221","h:15608","","NOLC1","nucleolar and coiled-body phosphoprotein 1","gene with protein product"
"e:55854","h:29528","F8WB26,F8WF67,F5H0F5,B4DMW2","ZC3H15","zinc finger CCCH-type containing 15","gene with protein product"
"e:10813","h:10665","F8WD00,Q9BVJ6","UTP14A","UTP14A small subunit processome component","gene with protein product"
"e:6732","h:11305","D6RB98","SRPK1","SRSF protein kinase 1","gene with protein product"
"e:55813","h:18279","Q9NYH9","UTP6","UTP6, small subunit processome component","gene with protein product"
"e:163859","h:26643","Q6IQ49,C9JIQ2","SDE2","SDE2 telomere maintenance homolog","gene with protein product"
"e:10797","h:7434","Q7Z650,B4DY35,B8ZZU9,B9A062,F8WF89,F8WF06","MTHFD2","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase","gene with protein product"
"e:135112","h:21081","Q8NI08,Q5TF98,Q8N3C8,B7Z2C4","NCOA7","nuclear receptor coactivator 7","gene with protein product"
"e:9742","h:29077","E9PEB3","IFT140","intraflagellar transport 140","gene with protein product"
"e:9149","h:3092","Q9Y463","DYRK1B","dual specificity tyrosine phosphorylation regulated kinase 1B","gene with protein product"
"e:84365","h:17838","C9J6C5","NIFK","nucleolar protein interacting with the FHA domain of MKI67","gene with protein product"
"e:7444","h:12719","E7ERS5","VRK2","vaccinia related kinase 2","gene with protein product"
"e:55830","h:24870","C9J6X9,Q68CQ7,C9JNB0,C9JA13","GLT8D1","glycosyltransferase 8 domain containing 1","gene with protein product"
"e:1654","h:2745","B4DLA0,B4E3E8","DDX3X","DEAD-box helicase 3, X-linked","gene with protein product"
"e:6500","h:10899","E5RI56","SKP1","S-phase kinase associated protein 1","gene with protein product"
"e:7702","h:12928","E7ER34,E9PLN4,E9PMY8","ZNF143","zinc finger protein 143","gene with protein product"
"e:79886","h:25834","","CAAP1","caspase activity and apoptosis inhibitor 1","gene with protein product"
"e:135112","h:21081","Q8NI08,Q8N3C8,B7Z2C4","NCOA7","nuclear receptor coactivator 7","gene with protein product"
"e:80313","h:29346","B4DJ72,Q9C0I9","LRRC27","leucine rich repeat containing 27","gene with protein product"
"e:7112","h:11875","P42167","TMPO","thymopoietin","gene with protein product"
"e:440","h:753","P08243","ASNS","asparagine synthetase (glutamine-hydrolyzing)","gene with protein product"
"e:2523","h:4012","P19526,Q6IZA2","FUT1","fucosyltransferase 1 (H blood group)","gene with protein product"
"e:56683","h:1301","C9J818,P57076,Q96NJ2","C21orf59","chromosome 21 open reading frame 59","gene with protein product"
"e:100506156,e:26036","h:21091","","ZNF451","zinc finger protein 451","gene with protein product"
"e:6936","h:1317","A4UHR0,B3KUM5,P16383","GCFC2","GC-rich sequence DNA-binding factor 2","gene with protein product"
"","h:20691","O15453","NBR2","neighbor of BRCA1 gene 2 (non-protein coding)","RNA, long non-coding"
"e:79752","h:25858","E5RJ74","ZFAND1","zinc finger AN1-type containing 1","gene with protein product"
"e:148789","h:28596","A6NNV8,Q8NCR0","B3GALNT2","beta-1,3-N-acetylgalactosaminyltransferase 2","gene with protein product"
"e:25814","h:10549","E7ESH8","ATXN10","ataxin 10","gene with protein product"
"e:131118","h:30528","G5E9V2","DNAJC19","DnaJ heat shock protein family (Hsp40) member C19","gene with protein product"
"e:5723","h:9577","C9JBI3,F8WD74","PSPH","phosphoserine phosphatase","gene with protein product"
"e:1491","h:2501","P32929","CTH","cystathionine gamma-lyase","gene with protein product"
"e:5255","h:8925","A6NIT2","PHKA1","phosphorylase kinase regulatory subunit alpha 1","gene with protein product"
